task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,gen_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,kv_decode_ms_equiv,kv_decode_ms_per_token,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,16,49,True,0,,kv_decode,ok,,1766547907.2154398,17,128,10.625699999764038,10.532575607299805,559.5582999994804,559.5349731445312,317.77099609375,363.0558999993809,51.475968,559.5582999994804,559.5349731445312,128,228.75185659853292,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,16,50,True,0,,e2e_kv,ok,,1766547907.2154398,17,128,10.625699999764038,10.532575607299805,559.5582999994804,559.5349731445312,317.77099609375,363.0558999993809,51.475968,570.1839999992444,570.067548751831,145,254.30387383755445,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,17,51,False,,0,prefill,ok,,1766547908.151521,17,0,5.058599999756552,4.979712009429932,527.5159000002532,527.4869384765625,317.77099609375,,51.475968,5.058599999756552,4.979712009429932,17,3360.6136086700144,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,17,52,False,,0,kv_decode,ok,,1766547908.151521,17,128,5.058599999756552,4.979712009429932,527.5159000002532,527.4869384765625,317.77099609375,,51.475968,527.5159000002532,527.4869384765625,128,242.64671453493358,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,17,53,False,,0,e2e_kv,ok,,1766547908.151521,17,128,5.058599999756552,4.979712009429932,527.5159000002532,527.4869384765625,317.77099609375,,51.475968,532.5745000000097,532.4666504859924,145,272.2623783151416,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,18,54,False,,1,prefill,ok,,1766547908.6847045,17,0,5.220699999881617,5.174272060394287,536.8039000004501,536.7808227539062,317.77099609375,,51.475968,5.220699999881617,5.174272060394287,17,3256.2683165831186,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,18,55,False,,1,kv_decode,ok,,1766547908.6847045,17,128,5.220699999881617,5.174272060394287,536.8039000004501,536.7808227539062,317.77099609375,,51.475968,536.8039000004501,536.7808227539062,128,238.44834212250075,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,18,56,False,,1,e2e_kv,ok,,1766547908.6847045,17,128,5.220699999881617,5.174272060394287,536.8039000004501,536.7808227539062,317.77099609375,,51.475968,542.0246000003317,541.9550948143005,145,267.5155334276549,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,19,57,False,,2,prefill,ok,,1766547909.2273848,17,0,5.317000000104599,5.2712321281433105,569.678599999861,569.6266479492188,317.77099609375,,51.475968,5.317000000104599,5.2712321281433105,17,3197.291705786264,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,19,58,False,,2,kv_decode,ok,,1766547909.2273848,17,128,5.317000000104599,5.2712321281433105,569.678599999861,569.6266479492188,317.77099609375,,51.475968,569.678599999861,569.6266479492188,128,224.68809605983307,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,128,19,59,False,,2,e2e_kv,ok,,1766547909.2273848,17,128,5.317000000104599,5.2712321281433105,569.678599999861,569.6266479492188,317.77099609375,,51.475968,574.9955999999656,574.8978800773621,145,252.17584273689863,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,20,60,True,0,,prefill,ok,,1766547909.8030121,9,0,106.20569999991858,,3172.7655000004233,,,157.05660000003263,51.475968,106.20569999991858,,9,84.74121445465639,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,20,61,True,0,,kv_decode,ok,,1766547909.8030121,9,128,106.20569999991858,,3172.7655000004233,,,157.05660000003263,51.475968,3172.7655000004233,,128,40.3433534561514,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,20,62,True,0,,e2e_kv,ok,,1766547909.8030121,9,128,106.20569999991858,,3172.7655000004233,,,157.05660000003263,51.475968,3278.971200000342,,137,41.781397775005075,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,21,63,False,,0,prefill,ok,,1766547913.2396014,9,0,33.9376000001721,,3328.7549999995463,,,,51.475968,33.9376000001721,,9,265.1925887497749,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,21,64,False,,0,kv_decode,ok,,1766547913.2396014,9,128,33.9376000001721,,3328.7549999995463,,,,51.475968,3328.7549999995463,,128,38.45281494132715,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,21,65,False,,0,e2e_kv,ok,,1766547913.2396014,9,128,33.9376000001721,,3328.7549999995463,,,,51.475968,3362.6925999997184,,137,40.741160818568865,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,22,66,False,,1,prefill,ok,,1766547916.6027653,9,0,20.041499999933876,,3258.6725999999544,,,,51.475968,20.041499999933876,,9,449.06818352067927,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,22,67,False,,1,kv_decode,ok,,1766547916.6027653,9,128,20.041499999933876,,3258.6725999999544,,,,51.475968,3258.6725999999544,,128,39.27979754701402,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,22,68,False,,1,e2e_kv,ok,,1766547916.6027653,9,128,20.041499999933876,,3258.6725999999544,,,,51.475968,3278.7140999998883,,137,41.784674058651426,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,23,69,False,,2,prefill,ok,,1766547919.882379,9,0,38.611500000115484,,3346.1544000001595,,,,51.475968,38.611500000115484,,9,233.09117749823452,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,23,70,False,,2,kv_decode,ok,,1766547919.882379,9,128,38.611500000115484,,3346.1544000001595,,,,51.475968,3346.1544000001595,,128,38.252867231707505,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,128,23,71,False,,2,e2e_kv,ok,,1766547919.882379,9,128,38.611500000115484,,3346.1544000001595,,,,51.475968,3384.765900000275,,137,40.475472764597654,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,24,72,True,0,,prefill,ok,,1766547923.267667,9,0,58.672199999818986,58.5984001159668,515.2884999997696,515.2235717773438,409.4248046875,341.2521000000197,45.1712,58.672199999818986,58.5984001159668,9,153.39462300762145,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,24,73,True,0,,kv_decode,ok,,1766547923.267667,9,128,58.672199999818986,58.5984001159668,515.2884999997696,515.2235717773438,409.4248046875,341.2521000000197,45.1712,515.2884999997696,515.2235717773438,128,248.40453454726284,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,24,74,True,0,,e2e_kv,ok,,1766547923.267667,9,128,58.672199999818986,58.5984001159668,515.2884999997696,515.2235717773438,409.4248046875,341.2521000000197,45.1712,573.9606999995885,573.8219718933105,137,238.69230070995837,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,25,75,False,,0,prefill,ok,,1766547924.184139,9,0,4.007399999863992,3.9628798961639404,411.05590000006487,410.9977722167969,409.4248046875,,45.1712,4.007399999863992,3.9628798961639404,9,2245.845186481373,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,25,76,False,,0,kv_decode,ok,,1766547924.184139,9,128,4.007399999863992,3.9628798961639404,411.05590000006487,410.9977722167969,409.4248046875,,45.1712,411.05590000006487,410.9977722167969,128,311.39317061251234,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,25,77,False,,0,e2e_kv,ok,,1766547924.184139,9,128,4.007399999863992,3.9628798961639404,411.05590000006487,410.9977722167969,409.4248046875,,45.1712,415.06329999992886,414.9606521129608,137,330.07013629011163,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,26,78,False,,1,prefill,ok,,1766547924.5999756,9,0,4.024100000606268,3.959808111190796,411.21339999972406,411.1493225097656,409.4248046875,,45.1712,4.024100000606268,3.959808111190796,9,2236.5249369160974,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,26,79,False,,1,kv_decode,ok,,1766547924.5999756,9,128,4.024100000606268,3.959808111190796,411.21339999972406,411.1493225097656,409.4248046875,,45.1712,411.21339999972406,411.1493225097656,128,311.2739030393608,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,26,80,False,,1,e2e_kv,ok,,1766547924.5999756,9,128,4.024100000606268,3.959808111190796,411.21339999972406,411.1493225097656,409.4248046875,,45.1712,415.23750000033033,415.1091306209564,137,329.9316656127903,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,27,81,False,,2,prefill,ok,,1766547925.0161157,9,0,4.2063999999299995,4.1308159828186035,410.3607999995802,410.29437255859375,409.4248046875,,45.1712,4.2063999999299995,4.1308159828186035,9,2139.596804904377,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,128,27,82,False,,2,kv_decode,ok,,1766547925.0161157,9,128,4.2063999999299995,4.1308159828186035,410.3607999995802,410.29437255859375,409.4248046875,,45.1712,410.3607999995802,410.29437255859375,128,311.9206317955588,,,,,,,
