task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gen_tokens,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
2,medium,hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.103,0.103,Explain how backpressure works in an inference service and when to enable queueing.,83,64,10,32,False,,1,e2e_kv,ok,,1766545297.350074,17,2.6877000000240514,2.637824058532715,135.7249000000138,135.6820526123047,64,,,,,0.102714,138.41260000003786,138.3198766708374,81,585.2068381056193,13.068359375,
2,medium,hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.103,0.103,Explain how backpressure works in an inference service and when to enable queueing.,83,64,11,33,False,,2,prefill,ok,,1766545297.489027,17,2.284700000018347,2.2415359020233154,115.49809999996796,115.45394897460938,0,,,,,0.102714,2.284700000018347,2.2415359020233154,17,7440.801855763769,13.068359375,
2,medium,hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.103,0.103,Explain how backpressure works in an inference service and when to enable queueing.,83,64,11,34,False,,2,kv_decode,ok,,1766545297.489027,17,2.284700000018347,2.2415359020233154,115.49809999996796,115.45394897460938,64,,,,,0.102714,115.49809999996796,115.45394897460938,64,554.1216695341114,13.068359375,
2,medium,hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.103,0.103,Explain how backpressure works in an inference service and when to enable queueing.,83,64,11,35,False,,2,e2e_kv,ok,,1766545297.489027,17,2.284700000018347,2.2415359020233154,115.49809999996796,115.45394897460938,64,,,,,0.102714,117.78279999998631,117.69548487663269,81,687.7065242124437,13.068359375,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,12,36,True,0,,prefill,ok,,1766545297.6073053,1,11.928099999977348,11.850751876831055,362.54059999987476,362.4989318847656,0,,,,,96.08832,11.928099999977348,11.850751876831055,1,83.83564859465456,208.4775390625,374.2968000001383
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,12,37,True,0,,kv_decode,ok,,1766545297.6073053,1,11.928099999977348,11.850751876831055,362.54059999987476,362.4989318847656,64,,,,,96.08832,362.54059999987476,362.4989318847656,64,176.53195255930538,208.4775390625,374.2968000001383
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,12,38,True,0,,e2e_kv,ok,,1766545297.6073053,1,11.928099999977348,11.850751876831055,362.54059999987476,362.4989318847656,64,,,,,96.08832,374.4686999998521,374.3496837615967,65,173.57926042957843,208.4775390625,374.2968000001383
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,13,39,False,,0,prefill,ok,,1766545298.356979,1,8.663999999953376,8.616607666015625,459.80250000002343,459.75830078125,0,,,,,96.08832,8.663999999953376,8.616607666015625,1,115.4201292711659,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,13,40,False,,0,kv_decode,ok,,1766545298.356979,1,8.663999999953376,8.616607666015625,459.80250000002343,459.75830078125,64,,,,,96.08832,459.80250000002343,459.75830078125,64,139.19019579057692,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,13,41,False,,0,e2e_kv,ok,,1766545298.356979,1,8.663999999953376,8.616607666015625,459.80250000002343,459.75830078125,64,,,,,96.08832,468.4664999999768,468.3749084472656,65,138.7505830192836,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,14,42,False,,1,prefill,ok,,1766545298.8261034,1,9.628600000041843,9.569279670715332,438.64320000011503,438.466552734375,0,,,,,96.08832,9.628600000041843,9.569279670715332,1,103.8572585833511,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,14,43,False,,1,kv_decode,ok,,1766545298.8261034,1,9.628600000041843,9.569279670715332,438.64320000011503,438.466552734375,64,,,,,96.08832,438.64320000011503,438.466552734375,64,145.9044617584023,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,14,44,False,,1,e2e_kv,ok,,1766545298.8261034,1,9.628600000041843,9.569279670715332,438.64320000011503,438.466552734375,64,,,,,96.08832,448.2718000001569,448.03583240509033,65,145.00131393493245,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,15,45,False,,2,prefill,ok,,1766545299.2750216,1,3.8102000000890257,3.773375988006592,398.9885000000868,398.9605712890625,0,,,,,96.08832,3.8102000000890257,3.773375988006592,1,262.45341451279063,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,15,46,False,,2,kv_decode,ok,,1766545299.2750216,1,3.8102000000890257,3.773375988006592,398.9885000000868,398.9605712890625,64,,,,,96.08832,398.9885000000868,398.9605712890625,64,160.40562572601988,208.4775390625,
3,micro,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,15,47,False,,2,e2e_kv,ok,,1766545299.2750216,1,3.8102000000890257,3.773375988006592,398.9885000000868,398.9605712890625,64,,,,,96.08832,402.7987000001758,402.7339472770691,65,161.37092795972686,208.4775390625,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,16,48,True,0,,prefill,ok,,1766545299.6786342,30,70.8188,,322.3041,,0,5229.83639999984,5208.9921,4787.0752,stop,7600.0,70.8188,,30,423.61632786774135,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,16,49,True,0,,kv_decode,ok,,1766545299.6786342,30,70.8188,,322.3041,,29,5229.83639999984,5208.9921,4787.0752,stop,7600.0,322.3041,,29,89.97713649934953,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,16,50,True,0,,e2e_kv,ok,,1766545299.6786342,30,70.8188,,322.3041,,29,5229.83639999984,5208.9921,4787.0752,stop,7600.0,393.1229,,59,150.08029295673185,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,17,51,False,,0,prefill,ok,,1766545304.9086795,30,11.4179,,319.3293,,0,494.69460000000254,477.3625,121.9604,stop,7600.0,11.4179,,30,2627.453384597868,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,17,52,False,,0,kv_decode,ok,,1766545304.9086795,30,11.4179,,319.3293,,29,494.69460000000254,477.3625,121.9604,stop,7600.0,319.3293,,29,90.8153432835634,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,17,53,False,,0,e2e_kv,ok,,1766545304.9086795,30,11.4179,,319.3293,,29,494.69460000000254,477.3625,121.9604,stop,7600.0,330.74719999999996,,59,178.38397422563216,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,18,54,False,,1,prefill,ok,,1766545305.4034953,30,13.002,,317.7097,,0,483.7437000001046,480.8347,124.1028,stop,7600.0,13.002,,30,2307.337332718043,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,18,55,False,,1,kv_decode,ok,,1766545305.4034953,30,13.002,,317.7097,,29,483.7437000001046,480.8347,124.1028,stop,7600.0,317.7097,,29,91.27829587828134,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,18,56,False,,1,e2e_kv,ok,,1766545305.4034953,30,13.002,,317.7097,,29,483.7437000001046,480.8347,124.1028,stop,7600.0,330.7117,,59,178.40312271987958,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,19,57,False,,2,prefill,ok,,1766545305.887327,30,11.416,,322.4479,,0,494.9301999999989,476.8213,120.4202,stop,7600.0,11.416,,30,2627.8906797477225,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,19,58,False,,2,kv_decode,ok,,1766545305.887327,30,11.416,,322.4479,,29,494.9301999999989,476.8213,120.4202,stop,7600.0,322.4479,,29,89.93700997897645,,
4,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,19,59,False,,2,e2e_kv,ok,,1766545305.887327,30,11.416,,322.4479,,29,494.9301999999989,476.8213,120.4202,stop,7600.0,333.8639,,59,176.7187168184401,,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,20,60,True,0,,prefill,ok,,1766545306.3823867,9,18.710999999939304,18.65011215209961,384.0139999999792,383.97747802734375,0,,,,,5.03672,18.710999999939304,18.65011215209961,9,481.0004810020413,229.62109375,244.4796000002043
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,20,61,True,0,,kv_decode,ok,,1766545306.3823867,9,18.710999999939304,18.65011215209961,384.0139999999792,383.97747802734375,64,,,,,5.03672,384.0139999999792,383.97747802734375,64,166.66059049931374,229.62109375,244.4796000002043
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,20,62,True,0,,e2e_kv,ok,,1766545306.3823867,9,18.710999999939304,18.65011215209961,384.0139999999792,383.97747802734375,64,,,,,5.03672,402.7249999999185,402.62759017944336,73,181.26513129310266,229.62109375,244.4796000002043
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,21,63,False,,0,prefill,ok,,1766545307.030251,9,6.128500000158965,6.085631847381592,369.08969999990404,369.0557556152344,0,,,,,5.03672,6.128500000158965,6.085631847381592,9,1468.5485844442444,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,21,64,False,,0,kv_decode,ok,,1766545307.030251,9,6.128500000158965,6.085631847381592,369.08969999990404,369.0557556152344,64,,,,,5.03672,369.08969999990404,369.0557556152344,64,173.3995828114863,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,21,65,False,,0,e2e_kv,ok,,1766545307.030251,9,6.128500000158965,6.085631847381592,369.08969999990404,369.0557556152344,64,,,,,5.03672,375.218200000063,375.14138746261597,73,194.55346249192533,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,22,66,False,,1,prefill,ok,,1766545307.4059503,9,6.414399999812304,6.370304107666016,371.25600000013037,371.20306396484375,0,,,,,5.03672,6.414399999812304,6.370304107666016,9,1403.0930406995753,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,22,67,False,,1,kv_decode,ok,,1766545307.4059503,9,6.414399999812304,6.370304107666016,371.25600000013037,371.20306396484375,64,,,,,5.03672,371.25600000013037,371.20306396484375,64,172.3877863252783,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,22,68,False,,1,e2e_kv,ok,,1766545307.4059503,9,6.414399999812304,6.370304107666016,371.25600000013037,371.20306396484375,64,,,,,5.03672,377.6703999999427,377.57336807250977,73,193.29023402419432,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,23,69,False,,2,prefill,ok,,1766545307.7841809,9,6.048500000133572,5.996511936187744,371.0790000000088,371.04241943359375,0,,,,,5.03672,6.048500000133572,5.996511936187744,9,1487.972224485616,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,23,70,False,,2,kv_decode,ok,,1766545307.7841809,9,6.048500000133572,5.996511936187744,371.0790000000088,371.04241943359375,64,,,,,5.03672,371.0790000000088,371.04241943359375,64,172.47001312388596,229.62109375,
5,short,hf_gpu_fp16,hf,models/gpt2-5m,hf,5.037,5.037,Summarize RLHF in one sentence.,31,64,23,71,False,,2,e2e_kv,ok,,1766545307.7841809,9,6.048500000133572,5.996511936187744,371.0790000000088,371.04241943359375,64,,,,,5.03672,377.1275000001424,377.0389313697815,73,193.56848811071174,229.62109375,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,24,72,True,0,,prefill,ok,,1766545308.1619844,25,9.4897,,125.3973,,0,1683.1356999998661,1632.4021,1438.2175,length,268.1,9.4897,,25,2634.4352297754413,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,24,73,True,0,,kv_decode,ok,,1766545308.1619844,25,9.4897,,125.3973,,64,1683.1356999998661,1632.4021,1438.2175,length,268.1,125.3973,,64,510.3778151523199,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,24,74,True,0,,e2e_kv,ok,,1766545308.1619844,25,9.4897,,125.3973,,64,1683.1356999998661,1632.4021,1438.2175,length,268.1,134.887,,89,659.811545960693,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,25,75,False,,0,prefill,ok,,1766545309.8452358,25,2.6858,,123.7724,,0,316.03960000006737,285.6808,127.5935,length,268.1,2.6858,,25,9308.213567652096,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,25,76,False,,0,kv_decode,ok,,1766545309.8452358,25,2.6858,,123.7724,,64,316.03960000006737,285.6808,127.5935,length,268.1,123.7724,,64,517.0781208088395,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,25,77,False,,0,e2e_kv,ok,,1766545309.8452358,25,2.6858,,123.7724,,64,316.03960000006737,285.6808,127.5935,length,268.1,126.4582,,89,703.7898689052984,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,26,78,False,,1,prefill,ok,,1766545310.1613827,25,1.7712,,119.2215,,0,302.3657999999614,285.9607,123.7092,length,268.1,1.7712,,25,14114.724480578137,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,26,79,False,,1,kv_decode,ok,,1766545310.1613827,25,1.7712,,119.2215,,64,302.3657999999614,285.9607,123.7092,length,268.1,119.2215,,64,536.815926657524,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,26,80,False,,1,e2e_kv,ok,,1766545310.1613827,25,1.7712,,119.2215,,64,302.3657999999614,285.9607,123.7092,length,268.1,120.9927,,89,735.5815681441939,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,27,81,False,,2,prefill,ok,,1766545310.463999,25,2.3102,,116.1393,,0,309.0079999999489,279.9974,124.7634,length,268.1,2.3102,,25,10821.573889706518,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,27,82,False,,2,kv_decode,ok,,1766545310.463999,25,2.3102,,116.1393,,64,309.0079999999489,279.9974,124.7634,length,268.1,116.1393,,64,551.0623880116377,,
6,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,27,83,False,,2,e2e_kv,ok,,1766545310.463999,25,2.3102,,116.1393,,64,309.0079999999489,279.9974,124.7634,length,268.1,118.4495,,89,751.3750585692637,,
7,medium,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,28,84,True,0,,prefill,ok,,1766545310.773128,27,17.6833,,729.1027,,0,933.9676000001873,917.7575,130.065,length,8000.0,17.6833,,27,1526.8643296217335,,
7,medium,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,28,85,True,0,,kv_decode,ok,,1766545310.773128,27,17.6833,,729.1027,,64,933.9676000001873,917.7575,130.065,length,8000.0,729.1027,,64,87.77912905822458,,
7,medium,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,28,86,True,0,,e2e_kv,ok,,1766545310.773128,27,17.6833,,729.1027,,64,933.9676000001873,917.7575,130.065,length,8000.0,746.7860000000001,,91,121.855524875935,,
7,medium,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,29,87,False,,0,prefill,ok,,1766545311.7072334,27,11.9878,,726.4606,,0,925.8735000000797,900.4202,122.3893,length,8000.0,11.9878,,27,2252.2898279917918,,
