task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,10,False,,2,kv_decode,ok,,1766548969.7640932,25,2.6579,,128.7116,128.7116,2.01111875,,64,64,491.69869999968796,462.2386,292.808,length,268.1,128.7116,,64,497.2356803893355
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,11,False,,2,e2e_kv,ok,,1766548969.7640932,25,2.6579,,128.7116,128.7116,2.01111875,,64,64,491.69869999968796,462.2386,292.808,length,268.1,131.36950000000002,,89,677.47841013325
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,4,12,False,,3,prefill,ok,,1766548970.2559166,25,1.8965,,134.7867,134.7867,2.1060421875,,0,64,493.01809999997204,465.696,292.807,length,268.1,1.8965,,25,13182.177695755337
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,4,13,False,,3,kv_decode,ok,,1766548970.2559166,25,1.8965,,134.7867,134.7867,2.1060421875,,64,64,493.01809999997204,465.696,292.807,length,268.1,134.7867,,64,474.82429646248477
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,4,14,False,,3,e2e_kv,ok,,1766548970.2559166,25,1.8965,,134.7867,134.7867,2.1060421875,,64,64,493.01809999997204,465.696,292.807,length,268.1,136.6832,,89,651.1407400470576
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,5,15,False,,4,prefill,ok,,1766548970.7490275,25,2.3223,,142.6007,142.6007,2.2281359375,,0,64,513.1214000002728,486.4509,292.3877,length,268.1,2.3223,,25,10765.189682642209
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,5,16,False,,4,kv_decode,ok,,1766548970.7490275,25,2.3223,,142.6007,142.6007,2.2281359375,,64,64,513.1214000002728,486.4509,292.3877,length,268.1,142.6007,,64,448.80565102415346
0,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,5,17,False,,4,e2e_kv,ok,,1766548970.7490275,25,2.3223,,142.6007,142.6007,2.2281359375,,64,64,513.1214000002728,486.4509,292.3877,length,268.1,144.923,,89,614.1192219316465
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,6,18,True,0,,prefill,ok,,1766548971.2624123,18,13.2524,,149.7825,281.9435294117647,4.405367647058823,,0,64,2086.9510000002265,2017.294,1795.9427,stop,999.89,13.2524,,18,1358.2445443844135
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,6,19,True,0,,kv_decode,ok,,1766548971.2624123,18,13.2524,,149.7825,281.9435294117647,4.405367647058823,,64,64,2086.9510000002265,2017.294,1795.9427,stop,999.89,281.9435294117647,,64,226.9958105920251
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,6,20,True,0,,e2e_kv,ok,,1766548971.2624123,18,13.2524,,149.7825,281.9435294117647,4.405367647058823,,64,64,2086.9510000002265,2017.294,1795.9427,stop,999.89,295.1959294117647,,82,277.7816081793572
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,7,21,False,,0,prefill,ok,,1766548973.349499,18,5.7518,,149.728,281.8409411764706,4.403764705882353,,0,64,489.99730000014097,477.1987,300.2511,stop,999.89,5.7518,,18,3129.4551270906495
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,7,22,False,,0,kv_decode,ok,,1766548973.349499,18,5.7518,,149.728,281.8409411764706,4.403764705882353,,64,64,489.99730000014097,477.1987,300.2511,stop,999.89,281.8409411764706,,64,227.0784355631545
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,7,23,False,,0,e2e_kv,ok,,1766548973.349499,18,5.7518,,149.728,281.8409411764706,4.403764705882353,,64,64,489.99730000014097,477.1987,300.2511,stop,999.89,287.5927411764706,,82,285.1254161164094
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,8,24,False,,1,prefill,ok,,1766548973.8395817,18,4.7528,,145.5274,273.9339294117647,4.280217647058824,,0,64,500.2806000002238,489.047,313.1227,stop,999.89,4.7528,,18,3787.2412051843125
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,8,25,False,,1,kv_decode,ok,,1766548973.8395817,18,4.7528,,145.5274,273.9339294117647,4.280217647058824,,64,64,500.2806000002238,489.047,313.1227,stop,999.89,273.9339294117647,,64,233.6329790816025
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,8,26,False,,1,e2e_kv,ok,,1766548973.8395817,18,4.7528,,145.5274,273.9339294117647,4.280217647058824,,64,64,500.2806000002238,489.047,313.1227,stop,999.89,278.6867294117647,,82,294.2371894531207
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,9,27,False,,2,prefill,ok,,1766548974.3400636,18,5.5648,,146.6307,276.0107294117647,4.312667647058824,,0,64,506.18329999997513,475.3276,297.8763,stop,999.89,5.5648,,18,3234.617596319724
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,9,28,False,,2,kv_decode,ok,,1766548974.3400636,18,5.5648,,146.6307,276.0107294117647,4.312667647058824,,64,64,506.18329999997513,475.3276,297.8763,stop,999.89,276.0107294117647,,64,231.87504390281163
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,9,29,False,,2,e2e_kv,ok,,1766548974.3400636,18,5.5648,,146.6307,276.0107294117647,4.312667647058824,,64,64,506.18329999997513,475.3276,297.8763,stop,999.89,281.5755294117647,,82,291.2184882376142
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,10,30,False,,3,prefill,ok,,1766548974.8463833,18,5.2374,,152.2861,286.6561882352941,4.4790029411764705,,0,64,488.47920000025624,475.1984,294.5531,stop,999.89,5.2374,,18,3436.8197960820257
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,10,31,False,,3,kv_decode,ok,,1766548974.8463833,18,5.2374,,152.2861,286.6561882352941,4.4790029411764705,,64,64,488.47920000025624,475.1984,294.5531,stop,999.89,286.6561882352941,,64,223.26397484734326
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,10,32,False,,3,e2e_kv,ok,,1766548974.8463833,18,5.2374,,152.2861,286.6561882352941,4.4790029411764705,,64,64,488.47920000025624,475.1984,294.5531,stop,999.89,291.8935882352941,,82,280.9242933212365
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,11,33,False,,4,prefill,ok,,1766548975.33498,18,5.0693,,145.4478,273.78409411764704,4.277876470588235,,0,64,498.27579999964655,467.6742,286.5197,stop,999.89,5.0693,,18,3550.786104590377
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,11,34,False,,4,kv_decode,ok,,1766548975.33498,18,5.0693,,145.4478,273.78409411764704,4.277876470588235,,64,64,498.27579999964655,467.6742,286.5197,stop,999.89,273.78409411764704,,64,233.7608406589856
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,11,35,False,,4,e2e_kv,ok,,1766548975.33498,18,5.0693,,145.4478,273.78409411764704,4.277876470588235,,64,64,498.27579999964655,467.6742,286.5197,stop,999.89,278.85339411764704,,82,294.0613301819972
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,12,36,True,0,,prefill,ok,,1766548975.833668,26,11.3154,,274.713,274.713,4.292390625,,0,64,636.2686000002213,619.2403,282.7034,length,999.89,11.3154,,26,2297.7535040740936
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,12,37,True,0,,kv_decode,ok,,1766548975.833668,26,11.3154,,274.713,274.713,4.292390625,,64,64,636.2686000002213,619.2403,282.7034,length,999.89,274.713,,64,232.97040911787934
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,12,38,True,0,,e2e_kv,ok,,1766548975.833668,26,11.3154,,274.713,274.713,4.292390625,,64,64,636.2686000002213,619.2403,282.7034,length,999.89,286.02840000000003,,90,314.6540693161938
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,13,39,False,,0,prefill,ok,,1766548976.4700532,26,5.347,,281.6196,281.6196,4.40030625,,0,64,650.0544000000446,632.1539,298.6571,length,999.89,5.347,,26,4862.539741911352
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,13,40,False,,0,kv_decode,ok,,1766548976.4700532,26,5.347,,281.6196,281.6196,4.40030625,,64,64,650.0544000000446,632.1539,298.6571,length,999.89,281.6196,,64,227.2569096753209
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,13,41,False,,0,e2e_kv,ok,,1766548976.4700532,26,5.347,,281.6196,281.6196,4.40030625,,64,64,650.0544000000446,632.1539,298.6571,length,999.89,286.96659999999997,,90,313.6253487339642
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,14,42,False,,1,prefill,ok,,1766548977.1202378,26,4.5569,,280.577,280.577,4.384015625,,0,64,648.2359000001452,629.2938,297.5368,length,999.89,4.5569,,26,5705.633215563212
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,14,43,False,,1,kv_decode,ok,,1766548977.1202378,26,4.5569,,280.577,280.577,4.384015625,,64,64,648.2359000001452,629.2938,297.5368,length,999.89,280.577,,64,228.10137680565404
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,14,44,False,,1,e2e_kv,ok,,1766548977.1202378,26,4.5569,,280.577,280.577,4.384015625,,64,64,648.2359000001452,629.2938,297.5368,length,999.89,285.1339,,90,315.6411777063338
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,15,45,False,,2,prefill,ok,,1766548977.7686296,26,4.3335,,279.0835,279.0835,4.3606796875,,0,64,644.4803000003958,616.8931,289.6371,length,999.89,4.3335,,26,5999.769239644629
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,15,46,False,,2,kv_decode,ok,,1766548977.7686296,26,4.3335,,279.0835,279.0835,4.3606796875,,64,64,644.4803000003958,616.8931,289.6371,length,999.89,279.0835,,64,229.3220487775164
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,15,47,False,,2,e2e_kv,ok,,1766548977.7686296,26,4.3335,,279.0835,279.0835,4.3606796875,,64,64,644.4803000003958,616.8931,289.6371,length,999.89,283.41700000000003,,90,317.553287205778
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,16,48,False,,3,prefill,ok,,1766548978.4131975,26,5.5623,,275.7142,275.7142,4.308034375,,0,64,639.0504999999393,621.4127,288.9431,length,999.89,5.5623,,26,4674.325369002032
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,16,49,False,,3,kv_decode,ok,,1766548978.4131975,26,5.5623,,275.7142,275.7142,4.308034375,,64,64,639.0504999999393,621.4127,288.9431,length,999.89,275.7142,,64,232.12442449463973
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,16,50,False,,3,e2e_kv,ok,,1766548978.4131975,26,5.5623,,275.7142,275.7142,4.308034375,,64,64,639.0504999999393,621.4127,288.9431,length,999.89,281.2765,,90,319.96985172952594
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,17,51,False,,4,prefill,ok,,1766548979.0523474,26,4.487,,277.2252,277.2252,4.33164375,,0,64,644.4912999995722,626.4728,293.2707,length,999.89,4.487,,26,5794.5174949855145
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,17,52,False,,4,kv_decode,ok,,1766548979.0523474,26,4.487,,277.2252,277.2252,4.33164375,,64,64,644.4912999995722,626.4728,293.2707,length,999.89,277.2252,,64,230.85924367626035
2,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,17,53,False,,4,e2e_kv,ok,,1766548979.0523474,26,4.487,,277.2252,277.2252,4.33164375,,64,64,644.4912999995722,626.4728,293.2707,length,999.89,281.7122,,90,319.47498191416634
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,18,54,True,0,,prefill,ok,,1766548979.6970472,17,8.1426,,81.0031,140.11347027027028,2.189272972972973,,0,64,426.39710000003106,412.8478,295.5149,stop,268.1,8.1426,,17,2087.7852283054553
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,18,55,True,0,,kv_decode,ok,,1766548979.6970472,17,8.1426,,81.0031,140.11347027027028,2.189272972972973,,64,64,426.39710000003106,412.8478,295.5149,stop,268.1,140.11347027027028,,64,456.77264203468746
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,18,56,True,0,,e2e_kv,ok,,1766548979.6970472,17,8.1426,,81.0031,140.11347027027028,2.189272972972973,,64,64,426.39710000003106,412.8478,295.5149,stop,268.1,148.25607027027027,,81,546.3519965984348
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,19,57,False,,0,prefill,ok,,1766548980.1235535,17,2.4189,,104.8526,139.80346666666665,2.1844291666666664,,0,64,455.03740000003745,438.7555,292.5274,stop,268.1,2.4189,,17,7027.987928397206
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,19,58,False,,0,kv_decode,ok,,1766548980.1235535,17,2.4189,,104.8526,139.80346666666665,2.1844291666666664,,64,64,455.03740000003745,438.7555,292.5274,stop,268.1,139.80346666666665,,64,457.7855007887263
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,19,59,False,,0,e2e_kv,ok,,1766548980.1235535,17,2.4189,,104.8526,139.80346666666665,2.1844291666666664,,64,64,455.03740000003745,438.7555,292.5274,stop,268.1,142.22236666666666,,81,569.5306715704118
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,20,60,False,,1,prefill,ok,,1766548980.578727,17,2.3493,,104.4952,139.32693333333333,2.1769833333333333,,0,64,483.2856000002721,437.5513,290.4106,stop,268.1,2.3493,,17,7236.198016430426
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,20,61,False,,1,kv_decode,ok,,1766548980.578727,17,2.3493,,104.4952,139.32693333333333,2.1769833333333333,,64,64,483.2856000002721,437.5513,290.4106,stop,268.1,139.32693333333333,,64,459.3512429279049
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,20,62,False,,1,e2e_kv,ok,,1766548980.578727,17,2.3493,,104.4952,139.32693333333333,2.1769833333333333,,64,64,483.2856000002721,437.5513,290.4106,stop,268.1,141.67623333333333,,81,571.7260975552946
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,21,63,False,,2,prefill,ok,,1766548981.0621748,17,2.4021,,105.3162,140.42159999999998,2.1940874999999997,,0,64,455.1636000005601,433.2547,292.2908,stop,268.1,2.4021,,17,7077.140835102618
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,21,64,False,,2,kv_decode,ok,,1766548981.0621748,17,2.4021,,105.3162,140.42159999999998,2.1940874999999997,,64,64,455.1636000005601,433.2547,292.2908,stop,268.1,140.42159999999998,,64,455.77033732702097
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,21,65,False,,2,e2e_kv,ok,,1766548981.0621748,17,2.4021,,105.3162,140.42159999999998,2.1940874999999997,,64,64,455.1636000005601,433.2547,292.2908,stop,268.1,142.82369999999997,,81,567.1327657804693
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,22,66,False,,3,prefill,ok,,1766548981.5174224,17,2.7848,,125.5762,167.43493333333333,2.6161708333333333,,0,64,455.9233999998469,418.2022,256.1705,stop,268.1,2.7848,,17,6104.567652973284
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,22,67,False,,3,kv_decode,ok,,1766548981.5174224,17,2.7848,,125.5762,167.43493333333333,2.6161708333333333,,64,64,455.9233999998469,418.2022,256.1705,stop,268.1,167.43493333333333,,64,382.2380355513226
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,22,68,False,,3,e2e_kv,ok,,1766548981.5174224,17,2.7848,,125.5762,167.43493333333333,2.6161708333333333,,64,64,455.9233999998469,418.2022,256.1705,stop,268.1,170.21973333333332,,81,475.85552164731394
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,23,69,False,,4,prefill,ok,,1766548981.9734228,17,2.5959,,117.3152,156.42026666666666,2.4440666666666666,,0,64,464.82339999965916,441.1209,281.5044,stop,268.1,2.5959,,17,6548.788474132286
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,23,70,False,,4,kv_decode,ok,,1766548981.9734228,17,2.5959,,117.3152,156.42026666666666,2.4440666666666666,,64,64,464.82339999965916,441.1209,281.5044,stop,268.1,156.42026666666666,,64,409.1541420037642
3,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,23,71,False,,4,e2e_kv,ok,,1766548981.9734228,17,2.5959,,117.3152,156.42026666666666,2.4440666666666666,,64,64,464.82339999965916,441.1209,281.5044,stop,268.1,159.01616666666666,,81,509.3821697374586
