task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,8,3,10,False,,2,kv_decode,ok,,1766546647.570027,46,11.3169,,81.2175,81.2175,10.1521875,,8,8,361.9570000000749,346.6229,244.3237,length,7600.0,81.2175,,8,98.50093883707329,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,8,3,11,False,,2,e2e_kv,ok,,1766546647.570027,46,11.3169,,81.2175,81.2175,10.1521875,,8,8,361.9570000000749,346.6229,244.3237,length,7600.0,92.5344,,54,583.5667600373482,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,4,12,True,0,,prefill,ok,,1766546647.9320683,30,15126.6585,,83.5114,83.5114,10.438925,,0,8,15469.263299999966,15466.3457,246.7845,length,7600.0,15126.6585,,30,1.9832536048857057,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,4,13,True,0,,kv_decode,ok,,1766546647.9320683,30,15126.6585,,83.5114,83.5114,10.438925,,8,8,15469.263299999966,15466.3457,246.7845,length,7600.0,83.5114,,8,95.79530459314537,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,4,14,True,0,,e2e_kv,ok,,1766546647.9320683,30,15126.6585,,83.5114,83.5114,10.438925,,8,8,15469.263299999966,15466.3457,246.7845,length,7600.0,15210.169899999999,,38,2.498328437475245,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,5,15,False,,0,prefill,ok,,1766546663.4014175,30,11.2219,,80.2556,80.2556,10.03195,,0,8,367.960800000219,341.4141,239.7712,length,7600.0,11.2219,,30,2673.344086117324,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,5,16,False,,0,kv_decode,ok,,1766546663.4014175,30,11.2219,,80.2556,80.2556,10.03195,,8,8,367.960800000219,341.4141,239.7712,length,7600.0,80.2556,,8,99.68151755142321,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,5,17,False,,0,e2e_kv,ok,,1766546663.4014175,30,11.2219,,80.2556,80.2556,10.03195,,8,8,367.960800000219,341.4141,239.7712,length,7600.0,91.4775,,38,415.4026946516903,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,6,18,False,,1,prefill,ok,,1766546663.7695372,30,11.3454,,79.2194,79.2194,9.902425,,0,8,348.7398999996003,345.5594,242.9826,length,7600.0,11.3454,,30,2644.243481939817,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,6,19,False,,1,kv_decode,ok,,1766546663.7695372,30,11.3454,,79.2194,79.2194,9.902425,,8,8,348.7398999996003,345.5594,242.9826,length,7600.0,79.2194,,8,100.98536469602143,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,6,20,False,,1,e2e_kv,ok,,1766546663.7695372,30,11.3454,,79.2194,79.2194,9.902425,,8,8,348.7398999996003,345.5594,242.9826,length,7600.0,90.56479999999999,,38,419.58906771725884,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,7,21,False,,2,prefill,ok,,1766546664.1183574,30,11.6387,,79.7155,79.7155,9.9644375,,0,8,350.1424999999472,347.3525,246.5916,length,7600.0,11.6387,,30,2577.607464751218,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,7,22,False,,2,kv_decode,ok,,1766546664.1183574,30,11.6387,,79.7155,79.7155,9.9644375,,8,8,350.1424999999472,347.3525,246.5916,length,7600.0,79.7155,,8,100.35689420501657,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,8,7,23,False,,2,e2e_kv,ok,,1766546664.1183574,30,11.6387,,79.7155,79.7155,9.9644375,,8,8,350.1424999999472,347.3525,246.5916,length,7600.0,91.3542,,38,415.96336019580923,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,8,24,True,0,,prefill,ok,,1766546664.4685829,17,116.68319999989762,,72.03189999972892,,,,0,,,,,,25.016064,116.68319999989762,,17,145.6936388444516,,6013.509999999769
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,8,25,True,0,,kv_decode,ok,,1766546664.4685829,17,116.68319999989762,,72.03189999972892,,,,8,,,,,,25.016064,72.03189999972892,,8,111.0619045177221,,6013.509999999769
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,8,26,True,0,,e2e_kv,ok,,1766546664.4685829,17,116.68319999989762,,72.03189999972892,,,,8,,,,,,25.016064,188.71509999962655,,25,132.4748258091137,,6013.509999999769
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,9,27,False,,0,prefill,ok,,1766546670.6748662,17,12.291499999719235,,65.46919999982492,,,,0,,,,,,25.016064,12.291499999719235,,17,1383.069600975334,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,9,28,False,,0,kv_decode,ok,,1766546670.6748662,17,12.291499999719235,,65.46919999982492,,,,8,,,,,,25.016064,65.46919999982492,,8,122.19486415018655,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,9,29,False,,0,e2e_kv,ok,,1766546670.6748662,17,12.291499999719235,,65.46919999982492,,,,8,,,,,,25.016064,77.76069999954416,,25,321.49916346106136,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,10,30,False,,1,prefill,ok,,1766546670.753067,17,9.824600000229111,,63.902999999754684,,,,0,,,,,,25.016064,9.824600000229111,,17,1730.3503450118637,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,10,31,False,,1,kv_decode,ok,,1766546670.753067,17,9.824600000229111,,63.902999999754684,,,,8,,,,,,25.016064,63.902999999754684,,8,125.18974070123016,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,10,32,False,,1,e2e_kv,ok,,1766546670.753067,17,9.824600000229111,,63.902999999754684,,,,8,,,,,,25.016064,73.7275999999838,,25,339.0860410484743,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,11,33,False,,2,prefill,ok,,1766546670.8271728,17,12.355700000171055,,66.77369999988514,,,,0,,,,,,25.016064,12.355700000171055,,17,1375.8831955910753,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,11,34,False,,2,kv_decode,ok,,1766546670.8271728,17,12.355700000171055,,66.77369999988514,,,,8,,,,,,25.016064,66.77369999988514,,8,119.80764882002586,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,11,35,False,,2,e2e_kv,ok,,1766546670.8271728,17,12.355700000171055,,66.77369999988514,,,,8,,,,,,25.016064,79.1294000000562,,25,315.9381974333465,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,12,36,True,0,,prefill,ok,,1766546670.906696,10,7.8946,,18.4855,18.4855,2.3106875,,0,8,1954.5020999998997,1889.0672,1825.2161,length,268.1,7.8946,,10,1266.6886226027918,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,12,37,True,0,,kv_decode,ok,,1766546670.906696,10,7.8946,,18.4855,18.4855,2.3106875,,8,8,1954.5020999998997,1889.0672,1825.2161,length,268.1,18.4855,,8,432.77163181953426,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,12,38,True,0,,e2e_kv,ok,,1766546670.906696,10,7.8946,,18.4855,18.4855,2.3106875,,8,8,1954.5020999998997,1889.0672,1825.2161,length,268.1,26.3801,,18,682.332515797893,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,13,39,False,,0,prefill,ok,,1766546672.8613625,10,2.3784,,13.2577,13.2577,1.6572125,,0,8,364.55849999993006,342.3137,313.833,length,268.1,2.3784,,10,4204.507231752438,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,13,40,False,,0,kv_decode,ok,,1766546672.8613625,10,2.3784,,13.2577,13.2577,1.6572125,,8,8,364.55849999993006,342.3137,313.833,length,268.1,13.2577,,8,603.4229164938112,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,13,41,False,,0,e2e_kv,ok,,1766546672.8613625,10,2.3784,,13.2577,13.2577,1.6572125,,8,8,364.55849999993006,342.3137,313.833,length,268.1,15.636099999999999,,18,1151.1822001650028,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,14,42,False,,1,prefill,ok,,1766546673.2259972,10,2.6987,,10.7796,10.7796,1.34745,,0,8,334.5686000002388,322.7562,296.0185,length,268.1,2.6987,,10,3705.4878274724865,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,14,43,False,,1,kv_decode,ok,,1766546673.2259972,10,2.6987,,10.7796,10.7796,1.34745,,8,8,334.5686000002388,322.7562,296.0185,length,268.1,10.7796,,8,742.1425655868492,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,14,44,False,,1,e2e_kv,ok,,1766546673.2259972,10,2.6987,,10.7796,10.7796,1.34745,,8,8,334.5686000002388,322.7562,296.0185,length,268.1,13.4783,,18,1335.47999376776,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,15,45,False,,2,prefill,ok,,1766546673.5606582,10,2.5339,,10.9952,10.9952,1.3744,,0,8,342.8521000000728,331.8041,304.6459,length,268.1,2.5339,,10,3946.4856545246457,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,15,46,False,,2,kv_decode,ok,,1766546673.5606582,10,2.5339,,10.9952,10.9952,1.3744,,8,8,342.8521000000728,331.8041,304.6459,length,268.1,10.9952,,8,727.5902211874272,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,8,15,47,False,,2,e2e_kv,ok,,1766546673.5606582,10,2.5339,,10.9952,10.9952,1.3744,,8,8,342.8521000000728,331.8041,304.6459,length,268.1,13.5291,,18,1330.4654411601657,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,16,48,True,0,,prefill,ok,,1766546673.9037223,9,770.6796000002214,,209.3779000001632,,,,0,,,,,,96.08832,770.6796000002214,,9,11.678004711682279,,152.25580000014816
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,16,49,True,0,,kv_decode,ok,,1766546673.9037223,9,770.6796000002214,,209.3779000001632,,,,8,,,,,,96.08832,209.3779000001632,,8,38.20842600863684,,152.25580000014816
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,16,50,True,0,,e2e_kv,ok,,1766546673.9037223,9,770.6796000002214,,209.3779000001632,,,,8,,,,,,96.08832,980.0575000003846,,17,17.345921030136832,,152.25580000014816
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,17,51,False,,0,prefill,ok,,1766546675.036583,9,39.63260000000446,,209.82510000021648,,,,0,,,,,,96.08832,39.63260000000446,,9,227.0857829160587,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,17,52,False,,0,kv_decode,ok,,1766546675.036583,9,39.63260000000446,,209.82510000021648,,,,8,,,,,,96.08832,209.82510000021648,,8,38.12699243318243,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,17,53,False,,0,e2e_kv,ok,,1766546675.036583,9,39.63260000000446,,209.82510000021648,,,,8,,,,,,96.08832,249.45770000022094,,17,68.1478262646731,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,18,54,False,,1,prefill,ok,,1766546675.2864187,9,40.938699999969685,,212.28679999967426,,,,0,,,,,,96.08832,40.938699999969685,,9,219.84088405363786,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,18,55,False,,1,kv_decode,ok,,1766546675.2864187,9,40.938699999969685,,212.28679999967426,,,,8,,,,,,96.08832,212.28679999967426,,8,37.68486782980513,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,18,56,False,,1,e2e_kv,ok,,1766546675.2864187,9,40.938699999969685,,212.28679999967426,,,,8,,,,,,96.08832,253.22549999964394,,17,67.1338392066514,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,19,57,False,,2,prefill,ok,,1766546675.540072,9,38.99570000021413,,195.16059999978097,,,,0,,,,,,96.08832,38.99570000021413,,9,230.79467736059567,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,19,58,False,,2,kv_decode,ok,,1766546675.540072,9,38.99570000021413,,195.16059999978097,,,,8,,,,,,96.08832,195.16059999978097,,8,40.99188053330938,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,19,59,False,,2,e2e_kv,ok,,1766546675.540072,9,38.99570000021413,,195.16059999978097,,,,8,,,,,,96.08832,234.1562999999951,,17,72.60107885203325,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,20,60,True,0,,prefill,ok,,1766546675.7747054,92,819.2509,,289.6124,289.6124,36.20155,,0,8,12547.21840000002,12377.2332,11192.8215,length,20900.0,819.2509,,92,112.29771001777355,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,20,61,True,0,,kv_decode,ok,,1766546675.7747054,92,819.2509,,289.6124,289.6124,36.20155,,8,8,12547.21840000002,12377.2332,11192.8215,length,20900.0,289.6124,,8,27.623126634080585,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,20,62,True,0,,e2e_kv,ok,,1766546675.7747054,92,819.2509,,289.6124,289.6124,36.20155,,8,8,12547.21840000002,12377.2332,11192.8215,length,20900.0,1108.8633,,100,90.18244178520473,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,21,63,False,,0,prefill,ok,,1766546688.322036,92,56.2721,,281.5424,281.5424,35.1928,,0,8,789.1436999998405,787.0221,443.1334,length,20900.0,56.2721,,92,1634.9132163185664,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,21,64,False,,0,kv_decode,ok,,1766546688.322036,92,56.2721,,281.5424,281.5424,35.1928,,8,8,789.1436999998405,787.0221,443.1334,length,20900.0,281.5424,,8,28.4149030483508,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,21,65,False,,0,e2e_kv,ok,,1766546688.322036,92,56.2721,,281.5424,281.5424,35.1928,,8,8,789.1436999998405,787.0221,443.1334,length,20900.0,337.8145,,100,296.0204490926233,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,22,66,False,,1,prefill,ok,,1766546689.1395788,92,56.8777,,307.0102,307.0102,38.376275,,0,8,848.9041000002544,829.0042,459.6395,length,20900.0,56.8777,,92,1617.5056305019368,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,22,67,False,,1,kv_decode,ok,,1766546689.1395788,92,56.8777,,307.0102,307.0102,38.376275,,8,8,848.9041000002544,829.0042,459.6395,length,20900.0,307.0102,,8,26.057766158909377,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,22,68,False,,1,e2e_kv,ok,,1766546689.1395788,92,56.8777,,307.0102,307.0102,38.376275,,8,8,848.9041000002544,829.0042,459.6395,length,20900.0,363.8879,,100,274.8099071169995,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,23,69,False,,2,prefill,ok,,1766546689.988608,92,60.4465,,316.3633,316.3633,39.5454125,,0,8,812.3872999999548,810.1639,432.4035,length,20900.0,60.4465,,92,1522.007064098004,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,23,70,False,,2,kv_decode,ok,,1766546689.988608,92,60.4465,,316.3633,316.3633,39.5454125,,8,8,812.3872999999548,810.1639,432.4035,length,20900.0,316.3633,,8,25.287383207849967,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,23,71,False,,2,e2e_kv,ok,,1766546689.988608,92,60.4465,,316.3633,316.3633,39.5454125,,8,8,812.3872999999548,810.1639,432.4035,length,20900.0,376.8098,,100,265.38587902968555,,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,24,72,True,0,,prefill,ok,,1766546690.801085,17,628.0643000000055,537.4044189453125,155.49300000020594,,,155.36842346191406,0,,,,,,25.016064,628.0643000000055,537.4044189453125,17,27.067292313859987,61.76123046875,347.3759999997128
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,24,73,True,0,,kv_decode,ok,,1766546690.801085,17,628.0643000000055,537.4044189453125,155.49300000020594,,,155.36842346191406,8,,,,,,25.016064,155.49300000020594,155.36842346191406,8,51.44926138147315,61.76123046875,347.3759999997128
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,24,74,True,0,,e2e_kv,ok,,1766546690.801085,17,628.0643000000055,537.4044189453125,155.49300000020594,,,155.36842346191406,8,,,,,,25.016064,783.5573000002114,692.7728424072266,25,31.905771281810857,61.76123046875,347.3759999997128
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,25,75,False,,0,prefill,ok,,1766546691.9349866,17,2.6838999997380597,2.6224639415740967,13.845999999830383,,,13.806495666503906,0,,,,,,25.016064,2.6838999997380597,2.6224639415740967,17,6334.066098460877,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,25,76,False,,0,kv_decode,ok,,1766546691.9349866,17,2.6838999997380597,2.6224639415740967,13.845999999830383,,,13.806495666503906,8,,,,,,25.016064,13.845999999830383,13.806495666503906,8,577.7841976092736,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,25,77,False,,0,e2e_kv,ok,,1766546691.9349866,17,2.6838999997380597,2.6224639415740967,13.845999999830383,,,13.806495666503906,8,,,,,,25.016064,16.529899999568443,16.428959608078003,25,1512.4108434202683,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,26,78,False,,1,prefill,ok,,1766546691.9521239,17,2.404500000011467,2.34879994392395,13.76269999991564,,,13.718591690063477,0,,,,,,25.016064,2.404500000011467,2.34879994392395,17,7070.076939038856,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,26,79,False,,1,kv_decode,ok,,1766546691.9521239,17,2.404500000011467,2.34879994392395,13.76269999991564,,,13.718591690063477,8,,,,,,25.016064,13.76269999991564,13.718591690063477,8,581.2812892854627,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,26,80,False,,1,e2e_kv,ok,,1766546691.9521239,17,2.404500000011467,2.34879994392395,13.76269999991564,,,13.718591690063477,8,,,,,,25.016064,16.167199999927107,16.067391633987427,25,1546.3407392815527,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,27,81,False,,2,prefill,ok,,1766546691.968794,17,2.598799999759649,2.531359910964966,13.701200000014069,,,13.64684772491455,0,,,,,,25.016064,2.598799999759649,2.531359910964966,17,6541.480683997326,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,27,82,False,,2,kv_decode,ok,,1766546691.968794,17,2.598799999759649,2.531359910964966,13.701200000014069,,,13.64684772491455,8,,,,,,25.016064,13.701200000014069,13.64684772491455,8,583.8904621487012,61.76123046875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,8,27,83,False,,2,e2e_kv,ok,,1766546691.968794,17,2.598799999759649,2.531359910964966,13.701200000014069,,,13.64684772491455,8,,,,,,25.016064,16.299999999773718,16.178207635879517,25,1533.7423313096356,61.76123046875,
7,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,8,28,84,True,0,,prefill,ok,,1766546691.9857078,25,7.2974,,16.9606,16.9606,2.120075,,0,8,3135.6965999998465,3055.0669,2994.711,length,268.1,7.2974,,25,3425.8777098692685,,
7,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,8,28,85,True,0,,kv_decode,ok,,1766546691.9857078,25,7.2974,,16.9606,16.9606,2.120075,,8,8,3135.6965999998465,3055.0669,2994.711,length,268.1,16.9606,,8,471.68142636463335,,
