task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens_raw,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,6,19,True,0,,kv_decode,ok,,1766554144.7153866,1,,18,11.1309,,138.6893,261.06221176470586,4.079097058823529,,34,64,363.9911000009306,327.9561,152.9829,stop,999.89,261.06221176470586,,64,245.1522936520698,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,6,20,True,0,,e2e_kv,ok,,1766554144.7153866,1,,18,11.1309,,138.6893,261.06221176470586,4.079097058823529,,34,64,363.9911000009306,327.9561,152.9829,stop,999.89,272.19311176470586,,82,301.2567050957702,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,7,21,False,,0,prefill,ok,,1766554145.079461,1,,18,4.2402,,133.8574,251.9668705882353,3.9369823529411767,,34,64,317.209400000138,294.2049,128.5373,stop,999.89,4.2402,,18,4245.082779114193,0
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,7,22,False,,0,kv_decode,ok,,1766554145.079461,1,,18,4.2402,,133.8574,251.9668705882353,3.9369823529411767,,34,64,317.209400000138,294.2049,128.5373,stop,999.89,251.9668705882353,,64,254.00164652832044,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,7,23,False,,0,e2e_kv,ok,,1766554145.079461,1,,18,4.2402,,133.8574,251.9668705882353,3.9369823529411767,,34,64,317.209400000138,294.2049,128.5373,stop,999.89,256.2070705882353,,82,320.0536183944228,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,8,24,False,,1,prefill,ok,,1766554145.396802,1,,18,3.9636,,135.1703,254.43821176470587,3.975597058823529,,34,64,359.9635999999009,327.0869,162.8824,stop,999.89,3.9636,,18,4541.326067211626,0
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,8,25,False,,1,kv_decode,ok,,1766554145.396802,1,,18,3.9636,,135.1703,254.43821176470587,3.975597058823529,,34,64,359.9635999999009,327.0869,162.8824,stop,999.89,254.43821176470587,,64,251.53454568052302,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,8,26,False,,1,e2e_kv,ok,,1766554145.396802,1,,18,3.9636,,135.1703,254.43821176470587,3.975597058823529,,34,64,359.9635999999009,327.0869,162.8824,stop,999.89,258.4018117647059,,82,317.3352363127667,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,9,27,False,,2,prefill,ok,,1766554145.7568514,1,,18,4.6661,,137.1879,258.23604705882354,4.034938235294118,,34,64,375.6226000004972,347.2532,183.9501,stop,999.89,4.6661,,18,3857.6112813698805,0
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,9,28,False,,2,kv_decode,ok,,1766554145.7568514,1,,18,4.6661,,137.1879,258.23604705882354,4.034938235294118,,34,64,375.6226000004972,347.2532,183.9501,stop,999.89,258.23604705882354,,64,247.835268270744,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,9,29,False,,2,e2e_kv,ok,,1766554145.7568514,1,,18,4.6661,,137.1879,258.23604705882354,4.034938235294118,,34,64,375.6226000004972,347.2532,183.9501,stop,999.89,262.9021470588235,,82,311.9031202953727,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,10,30,False,,3,prefill,ok,,1766554146.1325889,1,,18,5.0873,,134.5408,253.25327058823527,3.957082352941176,,34,64,322.26880000052915,295.2412,128.0557,stop,999.89,5.0873,,18,3538.2226328307743,0
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,10,31,False,,3,kv_decode,ok,,1766554146.1325889,1,,18,5.0873,,134.5408,253.25327058823527,3.957082352941176,,34,64,322.26880000052915,295.2412,128.0557,stop,999.89,253.25327058823527,,64,252.7114451526972,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,10,32,False,,3,e2e_kv,ok,,1766554146.1325889,1,,18,5.0873,,134.5408,253.25327058823527,3.957082352941176,,34,64,322.26880000052915,295.2412,128.0557,stop,999.89,258.34057058823527,,82,317.4104625273838,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,11,33,False,,4,prefill,ok,,1766554146.455036,1,,18,4.3922,,141.791,266.90070588235295,4.170323529411765,,34,64,330.7918000009522,306.0233,141.1498,stop,999.89,4.3922,,18,4098.17403579072,0
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,11,34,False,,4,kv_decode,ok,,1766554146.455036,1,,18,4.3922,,141.791,266.90070588235295,4.170323529411765,,34,64,330.7918000009522,306.0233,141.1498,stop,999.89,266.90070588235295,,64,239.78954940722613,64
1,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,1,11,35,False,,4,e2e_kv,ok,,1766554146.455036,1,,18,4.3922,,141.791,266.90070588235295,4.170323529411765,,34,64,330.7918000009522,306.0233,141.1498,stop,999.89,271.29290588235295,,82,302.25633705128865,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,12,36,True,0,,prefill,ok,,1766554146.7859366,1,,17,20.8818,,348.0612,530.3789714285714,8.287171428571428,,42,64,4638.3633999994345,4585.4545,4164.5476,stop,4300.0,20.8818,,17,814.1060636535165,0
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,12,37,True,0,,kv_decode,ok,,1766554146.7859366,1,,17,20.8818,,348.0612,530.3789714285714,8.287171428571428,,42,64,4638.3633999994345,4585.4545,4164.5476,stop,4300.0,530.3789714285714,,64,120.6684341719215,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,12,38,True,0,,e2e_kv,ok,,1766554146.7859366,1,,17,20.8818,,348.0612,530.3789714285714,8.287171428571428,,42,64,4638.3633999994345,4585.4545,4164.5476,stop,4300.0,551.2607714285714,,81,146.9359043816805,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,13,39,False,,0,prefill,ok,,1766554151.4244695,1,,17,8.2199,,327.9856,511.9775219512195,7.999648780487805,,41,64,746.793100001014,720.4324,360.5905,stop,4300.0,8.2199,,17,2068.15168067738,0
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,13,40,False,,0,kv_decode,ok,,1766554151.4244695,1,,17,8.2199,,327.9856,511.9775219512195,7.999648780487805,,41,64,746.793100001014,720.4324,360.5905,stop,4300.0,511.9775219512195,,64,125.00548804581665,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,13,41,False,,0,e2e_kv,ok,,1766554151.4244695,1,,17,8.2199,,327.9856,511.9775219512195,7.999648780487805,,41,64,746.793100001014,720.4324,360.5905,stop,4300.0,520.1974219512196,,81,155.71011424119592,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,14,42,False,,1,prefill,ok,,1766554152.1714537,1,,17,8.8387,,333.4701,520.5386926829268,8.133417073170731,,41,64,662.1618999997736,640.9698,277.7879,stop,4300.0,8.8387,,17,1923.3597701019382,0
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,14,43,False,,1,kv_decode,ok,,1766554152.1714537,1,,17,8.8387,,333.4701,520.5386926829268,8.133417073170731,,41,64,662.1618999997736,640.9698,277.7879,stop,4300.0,520.5386926829268,,64,122.94955379807665,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,14,44,False,,1,e2e_kv,ok,,1766554152.1714537,1,,17,8.8387,,333.4701,520.5386926829268,8.133417073170731,,41,64,662.1618999997736,640.9698,277.7879,stop,4300.0,529.3773926829268,,81,153.00993415960878,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,15,45,False,,2,prefill,ok,,1766554152.8338084,1,,17,8.8552,,331.7729,517.8894048780488,8.092021951219513,,41,64,669.3694999994477,651.5248,293.1321,stop,4300.0,8.8552,,17,1919.7759508537356,0
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,15,46,False,,2,kv_decode,ok,,1766554152.8338084,1,,17,8.8552,,331.7729,517.8894048780488,8.092021951219513,,41,64,669.3694999994477,651.5248,293.1321,stop,4300.0,517.8894048780488,,64,123.57850806982728,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,15,47,False,,2,e2e_kv,ok,,1766554152.8338084,1,,17,8.8552,,331.7729,517.8894048780488,8.092021951219513,,41,64,669.3694999994477,651.5248,293.1321,stop,4300.0,526.7446048780488,,81,153.774712165781,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,16,48,False,,3,prefill,ok,,1766554153.5033972,1,,17,9.4353,,324.8756,507.1228878048781,7.92379512195122,,41,64,716.0489000016241,703.3005,345.6099,stop,4300.0,9.4353,,17,1801.7445126281093,0
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,16,49,False,,3,kv_decode,ok,,1766554153.5033972,1,,17,9.4353,,324.8756,507.1228878048781,7.92379512195122,,41,64,716.0489000016241,703.3005,345.6099,stop,4300.0,507.1228878048781,,64,126.20215245466262,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,16,50,False,,3,e2e_kv,ok,,1766554153.5033972,1,,17,9.4353,,324.8756,507.1228878048781,7.92379512195122,,41,64,716.0489000016241,703.3005,345.6099,stop,4300.0,516.5581878048781,,81,156.80711662748146,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,17,51,False,,4,prefill,ok,,1766554154.2196062,1,,17,8.9919,,326.1896,509.1740097560975,7.955843902439024,,41,64,692.4242000004597,668.6581,312.1603,stop,4300.0,8.9919,,17,1890.5904202671295,0
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,17,52,False,,4,kv_decode,ok,,1766554154.2196062,1,,17,8.9919,,326.1896,509.1740097560975,7.955843902439024,,41,64,692.4242000004597,668.6581,312.1603,stop,4300.0,509.1740097560975,,64,125.69376828691045,64
2,short,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Summarize RLHF in one sentence.,31,64,1,17,53,False,,4,e2e_kv,ok,,1766554154.2196062,1,,17,8.9919,,326.1896,509.1740097560975,7.955843902439024,,41,64,692.4242000004597,668.6581,312.1603,stop,4300.0,518.1659097560976,,81,156.32058858933226,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,18,54,True,0,,prefill,ok,,1766554154.9121664,1,,26,11.9988,,265.0108,265.0108,4.14079375,,64,64,2442.6726999990933,2401.7495,2070.7065,length,999.89,11.9988,,26,2166.8833550021673,0
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,18,55,True,0,,kv_decode,ok,,1766554154.9121664,1,,26,11.9988,,265.0108,265.0108,4.14079375,,64,64,2442.6726999990933,2401.7495,2070.7065,length,999.89,265.0108,,64,241.49959171475277,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,18,56,True,0,,e2e_kv,ok,,1766554154.9121664,1,,26,11.9988,,265.0108,265.0108,4.14079375,,64,64,2442.6726999990933,2401.7495,2070.7065,length,999.89,277.00960000000003,,90,324.89848727264325,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,19,57,False,,0,prefill,ok,,1766554157.3550293,1,,26,3.9302,,249.8822,249.8822,3.904409375,,64,64,486.45099999885133,453.5723,150.6252,length,999.89,3.9302,,26,6615.439417841331,0
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,19,58,False,,0,kv_decode,ok,,1766554157.3550293,1,,26,3.9302,,249.8822,249.8822,3.904409375,,64,64,486.45099999885133,453.5723,150.6252,length,999.89,249.8822,,64,256.12068406633205,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,19,59,False,,0,e2e_kv,ok,,1766554157.3550293,1,,26,3.9302,,249.8822,249.8822,3.904409375,,64,64,486.45099999885133,453.5723,150.6252,length,999.89,253.81240000000003,,90,354.592604616638,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,20,60,False,,1,prefill,ok,,1766554157.8416054,1,,26,4.2741,,254.1821,254.1821,3.9715953125,,64,64,477.0496000001003,450.5918,153.4447,length,999.89,4.2741,,26,6083.152008610001,0
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,20,61,False,,1,kv_decode,ok,,1766554157.8416054,1,,26,4.2741,,254.1821,254.1821,3.9715953125,,64,64,477.0496000001003,450.5918,153.4447,length,999.89,254.1821,,64,251.7879897915707,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,20,62,False,,1,e2e_kv,ok,,1766554157.8416054,1,,26,4.2741,,254.1821,254.1821,3.9715953125,,64,64,477.0496000001003,450.5918,153.4447,length,999.89,258.45619999999997,,90,348.221478146007,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,21,63,False,,2,prefill,ok,,1766554158.318781,1,,26,4.78,,250.0945,250.0945,3.9077265625,,64,64,477.0165999998426,447.8844,143.7685,length,999.89,4.78,,26,5439.330543933054,0
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,21,64,False,,2,kv_decode,ok,,1766554158.318781,1,,26,4.78,,250.0945,250.0945,3.9077265625,,64,64,477.0165999998426,447.8844,143.7685,length,999.89,250.0945,,64,255.90326856448263,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,21,65,False,,2,e2e_kv,ok,,1766554158.318781,1,,26,4.78,,250.0945,250.0945,3.9077265625,,64,64,477.0165999998426,447.8844,143.7685,length,999.89,254.8745,,90,353.11496442366735,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,22,66,False,,3,prefill,ok,,1766554158.795996,1,,26,5.1785,,258.0315,258.0315,4.0317421875,,64,64,486.9458000011946,456.3676,145.1012,length,999.89,5.1785,,26,5020.758907019407,0
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,22,67,False,,3,kv_decode,ok,,1766554158.795996,1,,26,5.1785,,258.0315,258.0315,4.0317421875,,64,64,486.9458000011946,456.3676,145.1012,length,999.89,258.0315,,64,248.0317325597844,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,22,68,False,,3,e2e_kv,ok,,1766554158.795996,1,,26,5.1785,,258.0315,258.0315,4.0317421875,,64,64,486.9458000011946,456.3676,145.1012,length,999.89,263.21,,90,341.9322974051138,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,23,69,False,,4,prefill,ok,,1766554159.2830756,1,,26,4.5946,,259.8792,259.8792,4.0606125,,64,64,489.9645999994391,465.2434,168.9785,length,999.89,4.5946,,26,5658.816871980151,0
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,23,70,False,,4,kv_decode,ok,,1766554159.2830756,1,,26,4.5946,,259.8792,259.8792,4.0606125,,64,64,489.9645999994391,465.2434,168.9785,length,999.89,259.8792,,64,246.26826617905547,64
3,medium,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,23,71,False,,4,e2e_kv,ok,,1766554159.2830756,1,,26,4.5946,,259.8792,259.8792,4.0606125,,64,64,489.9645999994391,465.2434,168.9785,length,999.89,264.47380000000004,,90,340.2983584763405,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,24,72,True,0,,prefill,ok,,1766554159.773265,1,,17,8.1332,,67.8206,117.31130810810811,1.8329891891891892,,37,64,1693.2804999996733,1648.8878,1521.7459,stop,268.1,8.1332,,17,2090.1981999704913,0
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,24,73,True,0,,kv_decode,ok,,1766554159.773265,1,,17,8.1332,,67.8206,117.31130810810811,1.8329891891891892,,37,64,1693.2804999996733,1648.8878,1521.7459,stop,268.1,117.31130810810811,,64,545.5569546715894,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,24,74,True,0,,e2e_kv,ok,,1766554159.773265,1,,17,8.1332,,67.8206,117.31130810810811,1.8329891891891892,,37,64,1693.2804999996733,1648.8878,1521.7459,stop,268.1,125.44450810810811,,81,645.7038352782585,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,25,75,False,,0,prefill,ok,,1766554161.4666755,1,,17,2.1638,,92.9458,123.92773333333334,1.9363708333333334,,48,64,308.0900000004476,284.6971,156.8658,stop,268.1,2.1638,,17,7856.548664386727,0
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,25,76,False,,0,kv_decode,ok,,1766554161.4666755,1,,17,2.1638,,92.9458,123.92773333333334,1.9363708333333334,,48,64,308.0900000004476,284.6971,156.8658,stop,268.1,123.92773333333334,,64,516.430005444033,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,25,77,False,,0,e2e_kv,ok,,1766554161.4666755,1,,17,2.1638,,92.9458,123.92773333333334,1.9363708333333334,,48,64,308.0900000004476,284.6971,156.8658,stop,268.1,126.09153333333333,,81,642.3904750675831,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,26,78,False,,1,prefill,ok,,1766554161.774883,1,,17,2.3405,,91.5725,122.09666666666668,1.9077604166666668,,48,64,310.4787000011129,285.0565,159.7607,stop,268.1,2.3405,,17,7263.405255287332,0
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,26,79,False,,1,kv_decode,ok,,1766554161.774883,1,,17,2.3405,,91.5725,122.09666666666668,1.9077604166666668,,48,64,310.4787000011129,285.0565,159.7607,stop,268.1,122.09666666666668,,64,524.1748341478063,64
