task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,gen_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens,kv_decode_ms_equiv,kv_decode_ms_per_token,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,1,5,17,False,,0,e2e_kv,ok,,1766554219.064249,1,,92,8,43.5542,,229.9545,,,,20900.0,273.5087,,100,365.6190826836587,8,229.9545,28.7443125,8,514.3685999992158,491.3036,212.7454,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,1,6,18,False,,1,prefill,ok,,1766554219.579551,1,,92,8,39.5913,,217.2498,,,,20900.0,39.5913,,92,2323.742842493174,0,217.2498,27.156225,8,533.7470000013127,518.2429,257.1452,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,1,6,19,False,,1,kv_decode,ok,,1766554219.579551,1,,92,8,39.5913,,217.2498,,,,20900.0,217.2498,,8,36.823969458199734,8,217.2498,27.156225,8,533.7470000013127,518.2429,257.1452,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,1,6,20,False,,1,e2e_kv,ok,,1766554219.579551,1,,92,8,39.5913,,217.2498,,,,20900.0,256.8411,,100,389.34578616895817,8,217.2498,27.156225,8,533.7470000013127,518.2429,257.1452,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,1,7,21,False,,2,prefill,ok,,1766554220.1133974,1,,92,8,41.3328,,233.7555,,,,20900.0,41.3328,,92,2225.8351720667365,0,233.7555,29.2194375,8,496.4858000003005,494.2755,216.1627,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,1,7,22,False,,2,kv_decode,ok,,1766554220.1133974,1,,92,8,41.3328,,233.7555,,,,20900.0,233.7555,,8,34.223793664747994,8,233.7555,29.2194375,8,496.4858000003005,494.2755,216.1627,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,1,7,23,False,,2,e2e_kv,ok,,1766554220.1133974,1,,92,8,41.3328,,233.7555,,,,20900.0,275.0883,,100,363.5196407844318,8,233.7555,29.2194375,8,496.4858000003005,494.2755,216.1627,length
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,8,24,True,0,,prefill,ok,,1766554220.610027,1,9,9,8,780.3051999999298,,236.42499999914435,,,331.7600999998831,96.08832,780.3051999999298,,9,11.533948511429644,0,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,8,25,True,0,,kv_decode,ok,,1766554220.610027,1,9,9,8,780.3051999999298,,236.42499999914435,,,331.7600999998831,96.08832,236.42499999914435,,8,33.83736914467147,8,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,8,26,True,0,,e2e_kv,ok,,1766554220.610027,1,9,9,8,780.3051999999298,,236.42499999914435,,,331.7600999998831,96.08832,1016.7301999990741,,17,16.72026659581419,8,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,9,27,False,,0,prefill,ok,,1766554221.959446,1,9,9,8,31.081699999049306,,269.6808999990026,,,,96.08832,31.081699999049306,,9,289.55945139021617,0,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,9,28,False,,0,kv_decode,ok,,1766554221.959446,1,9,9,8,31.081699999049306,,269.6808999990026,,,,96.08832,269.6808999990026,,8,29.664688897247036,8,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,9,29,False,,0,e2e_kv,ok,,1766554221.959446,1,9,9,8,31.081699999049306,,269.6808999990026,,,,96.08832,300.7625999980519,,17,56.5229852385573,8,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,10,30,False,,1,prefill,ok,,1766554222.2607427,1,9,9,8,36.116499999479856,,292.67260000051465,,,,96.08832,36.116499999479856,,9,249.19358188444662,0,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,10,31,False,,1,kv_decode,ok,,1766554222.2607427,1,9,9,8,36.116499999479856,,292.67260000051465,,,,96.08832,292.67260000051465,,8,27.334297778425217,8,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,10,32,False,,1,e2e_kv,ok,,1766554222.2607427,1,9,9,8,36.116499999479856,,292.67260000051465,,,,96.08832,328.7890999999945,,17,51.70487707773854,8,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,11,33,False,,2,prefill,ok,,1766554222.5900245,1,9,9,8,42.4431999999797,,284.9130000013247,,,,96.08832,42.4431999999797,,9,212.04810193398012,0,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,11,34,False,,2,kv_decode,ok,,1766554222.5900245,1,9,9,8,42.4431999999797,,284.9130000013247,,,,96.08832,284.9130000013247,,8,28.078746845397735,8,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,1,11,35,False,,2,e2e_kv,ok,,1766554222.5900245,1,9,9,8,42.4431999999797,,284.9130000013247,,,,96.08832,327.3562000013044,,17,51.931199103399486,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,12,36,True,0,,prefill,ok,,1766554222.9179072,1,17,17,8,587.3155999997834,585.0922241210938,143.58530000026803,143.47366333007812,207.1142578125,476.1285000004136,96.08832,587.3155999997834,585.0922241210938,17,28.94525532781058,0,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,12,37,True,0,,kv_decode,ok,,1766554222.9179072,1,17,17,8,587.3155999997834,585.0922241210938,143.58530000026803,143.47366333007812,207.1142578125,476.1285000004136,96.08832,143.58530000026803,143.47366333007812,8,55.71600992570316,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,12,38,True,0,,e2e_kv,ok,,1766554222.9179072,1,17,17,8,587.3155999997834,585.0922241210938,143.58530000026803,143.47366333007812,207.1142578125,476.1285000004136,96.08832,730.9009000000515,728.5658874511719,25,34.20436340959252,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,13,39,False,,0,prefill,ok,,1766554224.2708316,1,17,17,8,5.330800000592717,5.262656211853027,37.21330000007583,37.173248291015625,207.1142578125,,96.08832,5.330800000592717,5.262656211853027,17,3189.0147816668823,0,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,13,40,False,,0,kv_decode,ok,,1766554224.2708316,1,17,17,8,5.330800000592717,5.262656211853027,37.21330000007583,37.173248291015625,207.1142578125,,96.08832,37.21330000007583,37.173248291015625,8,214.97690341850085,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,13,41,False,,0,e2e_kv,ok,,1766554224.2708316,1,17,17,8,5.330800000592717,5.262656211853027,37.21330000007583,37.173248291015625,207.1142578125,,96.08832,42.54410000066855,42.43590450286865,25,587.625546188711,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,14,42,False,,1,prefill,ok,,1766554224.314529,1,17,17,8,5.678199999238132,5.620287895202637,35.62710000005609,35.59116744995117,207.1142578125,,96.08832,5.678199999238132,5.620287895202637,17,2993.906520073432,0,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,14,43,False,,1,kv_decode,ok,,1766554224.314529,1,17,17,8,5.678199999238132,5.620287895202637,35.62710000005609,35.59116744995117,207.1142578125,,96.08832,35.62710000005609,35.59116744995117,8,224.54816698489086,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,14,44,False,,1,e2e_kv,ok,,1766554224.314529,1,17,17,8,5.678199999238132,5.620287895202637,35.62710000005609,35.59116744995117,207.1142578125,,96.08832,41.30529999929422,41.21145534515381,25,605.2492053181353,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,15,45,False,,2,prefill,ok,,1766554224.3566191,1,17,17,8,5.580700000791694,5.521279811859131,35.229099999924074,35.19795227050781,207.1142578125,,96.08832,5.580700000791694,5.521279811859131,17,3046.212840250924,0,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,15,46,False,,2,kv_decode,ok,,1766554224.3566191,1,17,17,8,5.580700000791694,5.521279811859131,35.229099999924074,35.19795227050781,207.1142578125,,96.08832,35.229099999924074,35.19795227050781,8,227.08499507558358,8,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,15,47,False,,2,e2e_kv,ok,,1766554224.3566191,1,17,17,8,5.580700000791694,5.521279811859131,35.229099999924074,35.19795227050781,207.1142578125,,96.08832,40.80980000071577,40.71923208236694,25,612.5979544021662,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,16,48,True,0,,prefill,ok,,1766554224.3984115,1,17,17,8,6.394400001227041,6.351263999938965,50.29850000028091,50.25312042236328,315.89599609375,312.9549000004772,51.475968,6.394400001227041,6.351263999938965,17,2658.5762537122823,0,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,16,49,True,0,,kv_decode,ok,,1766554224.3984115,1,17,17,8,6.394400001227041,6.351263999938965,50.29850000028091,50.25312042236328,315.89599609375,312.9549000004772,51.475968,50.29850000028091,50.25312042236328,8,159.0504687009617,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,16,50,True,0,,e2e_kv,ok,,1766554224.3984115,1,17,17,8,6.394400001227041,6.351263999938965,50.29850000028091,50.25312042236328,315.89599609375,312.9549000004772,51.475968,56.69290000150795,56.604384422302246,25,440.9723263289589,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,17,51,False,,0,prefill,ok,,1766554224.7692428,1,17,17,8,5.253300001641037,5.211999893188477,36.34380000039528,36.311710357666016,315.89599609375,,51.475968,5.253300001641037,5.211999893188477,17,3236.061141509052,0,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,17,52,False,,0,kv_decode,ok,,1766554224.7692428,1,17,17,8,5.253300001641037,5.211999893188477,36.34380000039528,36.311710357666016,315.89599609375,,51.475968,36.34380000039528,36.311710357666016,8,220.12007549879186,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,17,53,False,,0,e2e_kv,ok,,1766554224.7692428,1,17,17,8,5.253300001641037,5.211999893188477,36.34380000039528,36.311710357666016,315.89599609375,,51.475968,41.59710000203631,41.52371025085449,25,601.0034353062154,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,18,54,False,,1,prefill,ok,,1766554224.8115246,1,17,17,8,5.400800000643358,5.360223770141602,39.568700000018,39.530494689941406,315.89599609375,,51.475968,5.400800000643358,5.360223770141602,17,3147.681824539867,0,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,18,55,False,,1,kv_decode,ok,,1766554224.8115246,1,17,17,8,5.400800000643358,5.360223770141602,39.568700000018,39.530494689941406,315.89599609375,,51.475968,39.568700000018,39.530494689941406,8,202.1800059136732,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,18,56,False,,1,e2e_kv,ok,,1766554224.8115246,1,17,17,8,5.400800000643358,5.360223770141602,39.568700000018,39.530494689941406,315.89599609375,,51.475968,44.969500000661355,44.89071846008301,25,555.9323541429709,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,19,57,False,,2,prefill,ok,,1766554224.8572557,1,17,17,8,5.868700000064564,5.822656154632568,38.96059999897261,38.92019271850586,315.89599609375,,51.475968,5.868700000064564,5.822656154632568,17,2896.7232947352863,0,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,19,58,False,,2,kv_decode,ok,,1766554224.8572557,1,17,17,8,5.868700000064564,5.822656154632568,38.96059999897261,38.92019271850586,315.89599609375,,51.475968,38.96059999897261,38.92019271850586,8,205.3356467870351,8,,,,,,,
4,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,19,59,False,,2,e2e_kv,ok,,1766554224.8572557,1,17,17,8,5.868700000064564,5.822656154632568,38.96059999897261,38.92019271850586,315.89599609375,,51.475968,44.829299999037175,44.74284887313843,25,557.6709875134552,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,20,60,True,0,,prefill,ok,,1766554224.9027646,1,9,9,8,107.91999999855761,,126.78190000042378,,,119.58260000028531,51.475968,107.91999999855761,,9,83.39510748814203,0,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,20,61,True,0,,kv_decode,ok,,1766554224.9027646,1,9,9,8,107.91999999855761,,126.78190000042378,,,119.58260000028531,51.475968,126.78190000042378,,8,63.10048989621752,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,20,62,True,0,,e2e_kv,ok,,1766554224.9027646,1,9,9,8,107.91999999855761,,126.78190000042378,,,119.58260000028531,51.475968,234.7018999989814,,17,72.43230668381372,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,21,63,False,,0,prefill,ok,,1766554225.2580776,1,9,9,8,18.592500000522705,,106.65250000056403,,,,51.475968,18.592500000522705,,9,484.06615569433785,0,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,21,64,False,,0,kv_decode,ok,,1766554225.2580776,1,9,9,8,18.592500000522705,,106.65250000056403,,,,51.475968,106.65250000056403,,8,75.00996226021604,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,21,65,False,,0,e2e_kv,ok,,1766554225.2580776,1,9,9,8,18.592500000522705,,106.65250000056403,,,,51.475968,125.24500000108674,,17,135.7339614344085,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,22,66,False,,1,prefill,ok,,1766554225.3839028,1,9,9,8,14.2747000008967,,88.57189999980619,,,,51.475968,14.2747000008967,,9,630.4861047471851,0,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,22,67,False,,1,kv_decode,ok,,1766554225.3839028,1,9,9,8,14.2747000008967,,88.57189999980619,,,,51.475968,88.57189999980619,,8,90.32209989869818,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,22,68,False,,1,e2e_kv,ok,,1766554225.3839028,1,9,9,8,14.2747000008967,,88.57189999980619,,,,51.475968,102.84660000070289,,17,165.29472048549798,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,23,69,False,,2,prefill,ok,,1766554225.4872599,1,9,9,8,14.217400001143687,,96.9225999997434,,,,51.475968,14.217400001143687,,9,633.0271357122972,0,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,23,70,False,,2,kv_decode,ok,,1766554225.4872599,1,9,9,8,14.217400001143687,,96.9225999997434,,,,51.475968,96.9225999997434,,8,82.54008868954382,8,,,,,,,
5,short,hf_cpu_fp32,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,8,1,23,71,False,,2,e2e_kv,ok,,1766554225.4872599,1,9,9,8,14.217400001143687,,96.9225999997434,,,,51.475968,111.14000000088708,,17,152.96023033889068,8,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,8,1,24,72,True,0,,prefill,ok,,1766554225.598756,1,9,9,8,39.87530000085826,39.812896728515625,31.643999998777872,31.613792419433594,408.0185546875,261.0053999997035,45.1712,39.87530000085826,39.812896728515625,9,225.70363106500233,0,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,8,1,24,73,True,0,,kv_decode,ok,,1766554225.598756,1,9,9,8,39.87530000085826,39.812896728515625,31.643999998777872,31.613792419433594,408.0185546875,261.0053999997035,45.1712,31.643999998777872,31.613792419433594,8,252.8125395117232,8,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,8,1,24,74,True,0,,e2e_kv,ok,,1766554225.598756,1,9,9,8,39.87530000085826,39.812896728515625,31.643999998777872,31.613792419433594,408.0185546875,261.0053999997035,45.1712,71.51929999963613,71.42668914794922,17,237.69807590519608,8,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,8,1,25,75,False,,0,prefill,ok,,1766554225.932336,1,9,9,8,4.479999999603024,4.404064178466797,29.238600000098813,29.206527709960938,408.0185546875,,45.1712,4.479999999603024,4.404064178466797,9,2008.9285716065842,0,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,8,1,25,76,False,,0,kv_decode,ok,,1766554225.932336,1,9,9,8,4.479999999603024,4.404064178466797,29.238600000098813,29.206527709960938,408.0185546875,,45.1712,29.238600000098813,29.206527709960938,8,273.61091160223003,8,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,8,1,25,77,False,,0,e2e_kv,ok,,1766554225.932336,1,9,9,8,4.479999999603024,4.404064178466797,29.238600000098813,29.206527709960938,408.0185546875,,45.1712,33.71859999970184,33.610591888427734,17,504.1727711159516,8,,,,,,,
6,short,hf_gpu_fp16,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,8,1,26,78,False,,1,prefill,ok,,1766554225.9666831,1,9,9,8,4.41560000035679,4.359231948852539,29.784599999402417,29.725696563720703,408.0185546875,,45.1712,4.41560000035679,4.359231948852539,9,2038.2281002067173,0,,,,,,,
