task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,gen_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,7,21,False,,0,prefill,ok,,1766554083.3819916,1,17,17,64,4.496999999901163,4.46127986907959,326.61860000007437,326.5945739746094,315.7841796875,,96.08832,4.496999999901163,4.46127986907959,17,3780.297976511815,0
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,7,22,False,,0,kv_decode,ok,,1766554083.3819916,1,17,17,64,4.496999999901163,4.46127986907959,326.61860000007437,326.5945739746094,315.7841796875,,96.08832,326.61860000007437,326.5945739746094,64,195.94719957768916,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,7,23,False,,0,e2e_kv,ok,,1766554083.3819916,1,17,17,64,4.496999999901163,4.46127986907959,326.61860000007437,326.5945739746094,315.7841796875,,96.08832,331.11559999997553,331.05585384368896,81,244.62755605596954,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,8,24,False,,1,prefill,ok,,1766554083.7137,1,17,17,64,4.75180000103137,4.708608150482178,587.4853000004805,587.4595947265625,315.7841796875,,96.08832,4.75180000103137,4.708608150482178,17,3577.591648703687,0
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,8,25,False,,1,kv_decode,ok,,1766554083.7137,1,17,17,64,4.75180000103137,4.708608150482178,587.4853000004805,587.4595947265625,315.7841796875,,96.08832,587.4853000004805,587.4595947265625,64,108.93889600292579,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,8,26,False,,1,e2e_kv,ok,,1766554083.7137,1,17,17,64,4.75180000103137,4.708608150482178,587.4853000004805,587.4595947265625,315.7841796875,,96.08832,592.2371000015119,592.1682028770447,81,136.7695471962044,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,9,27,False,,2,prefill,ok,,1766554084.3067212,1,17,17,64,10.707299999921815,10.646080017089844,518.6874000009993,518.6447143554688,315.7841796875,,96.08832,10.707299999921815,10.646080017089844,17,1587.7018482833332,0
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,9,28,False,,2,kv_decode,ok,,1766554084.3067212,1,17,17,64,10.707299999921815,10.646080017089844,518.6874000009993,518.6447143554688,315.7841796875,,96.08832,518.6874000009993,518.6447143554688,64,123.38838383171964,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,9,29,False,,2,e2e_kv,ok,,1766554084.3067212,1,17,17,64,10.707299999921815,10.646080017089844,518.6874000009993,518.6447143554688,315.7841796875,,96.08832,529.3947000009211,529.2907943725586,81,153.00493185870403,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,10,30,False,,3,prefill,ok,,1766554084.8369806,1,17,17,64,11.618599999565049,11.562784194946289,485.50580000119226,485.465087890625,315.7841796875,,96.08832,11.618599999565049,11.562784194946289,17,1463.1711222209567,0
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,10,31,False,,3,kv_decode,ok,,1766554084.8369806,1,17,17,64,11.618599999565049,11.562784194946289,485.50580000119226,485.465087890625,315.7841796875,,96.08832,485.50580000119226,485.465087890625,64,131.82128823145436,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,10,32,False,,3,e2e_kv,ok,,1766554084.8369806,1,17,17,64,11.618599999565049,11.562784194946289,485.50580000119226,485.465087890625,315.7841796875,,96.08832,497.1244000007573,497.0278720855713,81,162.93708375584987,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,11,33,False,,4,prefill,ok,,1766554085.3348517,1,17,17,64,5.165000000488362,5.12502384185791,406.52330000011716,406.50341796875,315.7841796875,,96.08832,5.165000000488362,5.12502384185791,17,3291.3843172105735,0
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,11,34,False,,4,kv_decode,ok,,1766554085.3348517,1,17,17,64,5.165000000488362,5.12502384185791,406.52330000011716,406.50341796875,315.7841796875,,96.08832,406.52330000011716,406.50341796875,64,157.432550606525,64
1,medium,hf_gpu_fp16_bs1,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,11,35,False,,4,e2e_kv,ok,,1766554085.3348517,1,17,17,64,5.165000000488362,5.12502384185791,406.52330000011716,406.50341796875,315.7841796875,,96.08832,411.6883000006055,411.6284418106079,81,196.75079422922843,64
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,12,36,True,0,,prefill,ok,,1766554085.7473035,8,17,136,512,17.948599999726866,17.890335083007812,577.566799998749,577.5145263671875,428.79150390625,308.8712000007945,45.1712,17.948599999726866,17.890335083007812,136,7577.192650238436,0
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,12,37,True,0,,kv_decode,ok,,1766554085.7473035,8,17,136,512,17.948599999726866,17.890335083007812,577.566799998749,577.5145263671875,428.79150390625,308.8712000007945,45.1712,577.566799998749,577.5145263671875,512,886.4775468415237,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,12,38,True,0,,e2e_kv,ok,,1766554085.7473035,8,17,136,512,17.948599999726866,17.890335083007812,577.566799998749,577.5145263671875,428.79150390625,308.8712000007945,45.1712,595.5153999984759,595.4048614501953,648,1088.1330692735376,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,13,39,False,,0,prefill,ok,,1766554086.6563735,8,17,136,512,11.368199999196804,11.27513599395752,414.4472999996651,414.3800354003906,428.79150390625,,45.1712,11.368199999196804,11.27513599395752,136,11963.195581500044,0
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,13,40,False,,0,kv_decode,ok,,1766554086.6563735,8,17,136,512,11.368199999196804,11.27513599395752,414.4472999996651,414.3800354003906,428.79150390625,,45.1712,414.4472999996651,414.3800354003906,512,1235.380228078247,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,13,41,False,,0,e2e_kv,ok,,1766554086.6563735,8,17,136,512,11.368199999196804,11.27513599395752,414.4472999996651,414.3800354003906,428.79150390625,,45.1712,425.8154999988619,425.65517139434814,648,1521.7858438730668,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,14,42,False,,1,prefill,ok,,1766554087.0847218,8,17,136,512,10.82469999892055,10.761695861816406,258.250599999883,258.1862487792969,428.79150390625,,45.1712,10.82469999892055,10.761695861816406,136,12563.858583938774,0
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,14,43,False,,1,kv_decode,ok,,1766554087.0847218,8,17,136,512,10.82469999892055,10.761695861816406,258.250599999883,258.1862487792969,428.79150390625,,45.1712,258.250599999883,258.1862487792969,512,1982.5704180367131,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,14,44,False,,1,e2e_kv,ok,,1766554087.0847218,8,17,136,512,10.82469999892055,10.761695861816406,258.250599999883,258.1862487792969,428.79150390625,,45.1712,269.07529999880353,268.9479446411133,648,2408.247802763321,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,15,45,False,,2,prefill,ok,,1766554087.3557272,8,17,136,512,7.932800001071882,7.8640642166137695,422.93180000160646,422.8822937011719,428.79150390625,,45.1712,7.932800001071882,7.8640642166137695,136,17144.00967900661,0
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,15,46,False,,2,kv_decode,ok,,1766554087.3557272,8,17,136,512,7.932800001071882,7.8640642166137695,422.93180000160646,422.8822937011719,428.79150390625,,45.1712,422.93180000160646,422.8822937011719,512,1210.597074984797,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,15,47,False,,2,e2e_kv,ok,,1766554087.3557272,8,17,136,512,7.932800001071882,7.8640642166137695,422.93180000160646,422.8822937011719,428.79150390625,,45.1712,430.86460000267834,430.74635791778564,648,1503.9527498800596,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,16,48,False,,3,prefill,ok,,1766554087.7886357,8,17,136,512,7.22949999908451,7.155680179595947,392.18199999959324,392.13568115234375,428.79150390625,,45.1712,7.22949999908451,7.155680179595947,136,18811.812714187985,0
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,16,49,False,,3,kv_decode,ok,,1766554087.7886357,8,17,136,512,7.22949999908451,7.155680179595947,392.18199999959324,392.13568115234375,428.79150390625,,45.1712,392.18199999959324,392.13568115234375,512,1305.5163164054725,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,16,50,False,,3,e2e_kv,ok,,1766554087.7886357,8,17,136,512,7.22949999908451,7.155680179595947,392.18199999959324,392.13568115234375,428.79150390625,,45.1712,399.41149999867775,399.2913613319397,648,1622.3869367861096,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,17,51,False,,4,prefill,ok,,1766554088.1904085,8,17,136,512,9.412800000063726,9.343775749206543,416.8189000010898,416.7454833984375,428.79150390625,,45.1712,9.412800000063726,9.343775749206543,136,14448.410674727951,0
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,17,52,False,,4,kv_decode,ok,,1766554088.1904085,8,17,136,512,9.412800000063726,9.343775749206543,416.8189000010898,416.7454833984375,428.79150390625,,45.1712,416.8189000010898,416.7454833984375,512,1228.3512095988483,512
2,medium,hf_gpu_fp16_bs8,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,17,53,False,,4,e2e_kv,ok,,1766554088.1904085,8,17,136,512,9.412800000063726,9.343775749206543,416.8189000010898,416.7454833984375,428.79150390625,,45.1712,426.2317000011535,426.08925914764404,648,1520.2998744538388,512
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,18,54,True,0,,prefill,ok,,1766554088.6189897,1,17,17,64,6.972899998800131,6.913248062133789,390.95199999974284,390.9058532714844,409.03564453125,,45.1712,6.972899998800131,6.913248062133789,17,2438.0100106018003,0
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,18,55,True,0,,kv_decode,ok,,1766554088.6189897,1,17,17,64,6.972899998800131,6.913248062133789,390.95199999974284,390.9058532714844,409.03564453125,,45.1712,390.95199999974284,390.9058532714844,64,163.70296097741436,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,18,56,True,0,,e2e_kv,ok,,1766554088.6189897,1,17,17,64,6.972899998800131,6.913248062133789,390.95199999974284,390.9058532714844,409.03564453125,,45.1712,397.92489999854297,397.81910133361816,81,203.5559976274332,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,19,57,False,,0,prefill,ok,,1766554089.0177782,1,17,17,64,6.871199999295641,6.810336112976074,395.0294999995094,394.9854736328125,409.03564453125,,45.1712,6.871199999295641,6.810336112976074,17,2474.0947726368977,0
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,19,58,False,,0,kv_decode,ok,,1766554089.0177782,1,17,17,64,6.871199999295641,6.810336112976074,395.0294999995094,394.9854736328125,409.03564453125,,45.1712,395.0294999995094,394.9854736328125,64,162.0132167346476,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,19,59,False,,0,e2e_kv,ok,,1766554089.0177782,1,17,17,64,6.871199999295641,6.810336112976074,395.0294999995094,394.9854736328125,409.03564453125,,45.1712,401.90069999880507,401.7958097457886,81,201.5423212754813,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,20,60,False,,1,prefill,ok,,1766554089.4205246,1,17,17,64,6.942500000150176,6.879199981689453,383.0292999991798,382.98419189453125,409.03564453125,,45.1712,6.942500000150176,6.879199981689453,17,2448.685631923985,0
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,20,61,False,,1,kv_decode,ok,,1766554089.4205246,1,17,17,64,6.942500000150176,6.879199981689453,383.0292999991798,382.98419189453125,409.03564453125,,45.1712,383.0292999991798,382.98419189453125,64,167.0890451465124,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,20,62,False,,1,e2e_kv,ok,,1766554089.4205246,1,17,17,64,6.942500000150176,6.879199981689453,383.0292999991798,382.98419189453125,409.03564453125,,45.1712,389.97179999932996,389.8633918762207,81,207.70732653012135,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,21,63,False,,2,prefill,ok,,1766554089.8115332,1,17,17,64,6.818699999712408,6.767360210418701,380.4168999995454,380.3740234375,409.03564453125,,45.1712,6.818699999712408,6.767360210418701,17,2493.143854505552,0
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,21,64,False,,2,kv_decode,ok,,1766554089.8115332,1,17,17,64,6.818699999712408,6.767360210418701,380.4168999995454,380.3740234375,409.03564453125,,45.1712,380.4168999995454,380.3740234375,64,168.23647950466048,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,21,65,False,,2,e2e_kv,ok,,1766554089.8115332,1,17,17,64,6.818699999712408,6.767360210418701,380.4168999995454,380.3740234375,409.03564453125,,45.1712,387.23559999925783,387.1413836479187,81,209.17498287904118,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,22,66,False,,3,prefill,ok,,1766554090.199625,1,17,17,64,6.915600000866107,6.860447883605957,383.20329999987734,383.1336975097656,409.03564453125,,45.1712,6.915600000866107,6.860447883605957,17,2458.2104225043277,0
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,22,67,False,,3,kv_decode,ok,,1766554090.199625,1,17,17,64,6.915600000866107,6.860447883605957,383.20329999987734,383.1336975097656,409.03564453125,,45.1712,383.20329999987734,383.1336975097656,64,167.0131755128948,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,22,68,False,,3,e2e_kv,ok,,1766554090.199625,1,17,17,64,6.915600000866107,6.860447883605957,383.20329999987734,383.1336975097656,409.03564453125,,45.1712,390.11890000074345,389.9941453933716,81,207.629007463739,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,23,69,False,,4,prefill,ok,,1766554090.590703,1,17,17,64,6.597600000532111,6.5404157638549805,387.0043999995687,386.95526123046875,409.03564453125,,45.1712,6.597600000532111,6.5404157638549805,17,2576.6945553881583,0
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,23,70,False,,4,kv_decode,ok,,1766554090.590703,1,17,17,64,6.597600000532111,6.5404157638549805,387.0043999995687,386.95526123046875,409.03564453125,,45.1712,387.0043999995687,386.95526123046875,64,165.3727967952595,64
3,medium,hf_gpu_fp16_bs1,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,23,71,False,,4,e2e_kv,ok,,1766554090.590703,1,17,17,64,6.597600000532111,6.5404157638549805,387.0043999995687,386.95526123046875,409.03564453125,,45.1712,393.6020000001008,393.49567699432373,81,205.79163723756295,64
4,medium,hf_gpu_fp16_bs8,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,24,72,True,0,,prefill,ok,,1766554090.9854908,8,17,136,512,13.11850000092818,13.046879768371582,514.4896999991033,514.4412231445312,436.4248046875,,96.08832,13.11850000092818,13.046879768371582,136,10367.03891377654,0
