task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,10,False,,2,kv_decode,ok,,1766546932.2650025,46,11.7929,,717.318,717.318,11.20809375,,64,64,940.4561000001195,925.072,133.4086,length,7600.0,717.318,,64,89.22123800044052,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,11,False,,2,e2e_kv,ok,,1766546932.2650025,46,11.7929,,717.318,717.318,11.20809375,,64,64,940.4561000001195,925.072,133.4086,length,7600.0,729.1109,,110,150.86868129388822,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,4,12,True,0,,prefill,ok,,1766546933.2055624,30,68.9387,,319.9189,706.0279172413793,11.031686206896552,,0,64,550.5094000000099,536.2145,119.941,stop,7600.0,68.9387,,30,435.16921554946646,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,4,13,True,0,,kv_decode,ok,,1766546933.2055624,30,68.9387,,319.9189,706.0279172413793,11.031686206896552,,64,64,550.5094000000099,536.2145,119.941,stop,7600.0,706.0279172413793,,64,90.64797359580818,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,4,14,True,0,,e2e_kv,ok,,1766546933.2055624,30,68.9387,,319.9189,706.0279172413793,11.031686206896552,,64,64,550.5094000000099,536.2145,119.941,stop,7600.0,774.9666172413794,,94,121.29554732900418,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,5,15,False,,0,prefill,ok,,1766546933.7561905,30,12.258,,323.5546,714.0515310344828,11.157055172413793,,0,64,527.2620000000643,505.6913,141.8917,stop,7600.0,12.258,,30,2447.381302006853,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,5,16,False,,0,kv_decode,ok,,1766546933.7561905,30,12.258,,323.5546,714.0515310344828,11.157055172413793,,64,64,527.2620000000643,505.6913,141.8917,stop,7600.0,714.0515310344828,,64,89.62938558128984,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,5,17,False,,0,e2e_kv,ok,,1766546933.7561905,30,12.258,,323.5546,714.0515310344828,11.157055172413793,,64,64,527.2620000000643,505.6913,141.8917,stop,7600.0,726.3095310344828,,94,129.42140503941312,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,6,18,False,,1,prefill,ok,,1766546934.2837603,30,12.5294,,324.3413,715.7876965517241,11.18418275862069,,0,64,511.7425999997067,491.7204,127.8292,stop,7600.0,12.5294,,30,2394.3684454163804,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,6,19,False,,1,kv_decode,ok,,1766546934.2837603,30,12.5294,,324.3413,715.7876965517241,11.18418275862069,,64,64,511.7425999997067,491.7204,127.8292,stop,7600.0,715.7876965517241,,64,89.4119866942631,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,6,20,False,,1,e2e_kv,ok,,1766546934.2837603,30,12.5294,,324.3413,715.7876965517241,11.18418275862069,,64,64,511.7425999997067,491.7204,127.8292,stop,7600.0,728.3170965517241,,94,129.06466214379773,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,7,21,False,,2,prefill,ok,,1766546934.7958233,30,12.2308,,321.2419,708.9476413793103,11.077306896551724,,0,64,506.5962999997282,503.6235,137.6578,stop,7600.0,12.2308,,30,2452.8240180527846,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,7,22,False,,2,kv_decode,ok,,1766546934.7958233,30,12.2308,,321.2419,708.9476413793103,11.077306896551724,,64,64,506.5962999997282,503.6235,137.6578,stop,7600.0,708.9476413793103,,64,90.27464972657677,,
1,micro,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Hello,5,64,7,23,False,,2,e2e_kv,ok,,1766546934.7958233,30,12.2308,,321.2419,708.9476413793103,11.077306896551724,,64,64,506.5962999997282,503.6235,137.6578,stop,7600.0,721.1784413793104,,94,130.34222129576924,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,24,True,0,,prefill,ok,,1766546935.302521,17,45.217999999749736,,972.3641000000498,,,,0,,,,,,25.016064,45.217999999749736,,17,375.9564775110374,,8398.287799999707
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,25,True,0,,kv_decode,ok,,1766546935.302521,17,45.217999999749736,,972.3641000000498,,,,64,,,,,,25.016064,972.3641000000498,,64,65.81896637277818,,8398.287799999707
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,8,26,True,0,,e2e_kv,ok,,1766546935.302521,17,45.217999999749736,,972.3641000000498,,,,64,,,,,,25.016064,1017.5820999997995,,81,79.60045680836559,,8398.287799999707
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,9,27,False,,0,prefill,ok,,1766546944.7325342,17,24.004100000183826,,1016.6567999999643,,,,0,,,,,,25.016064,24.004100000183826,,17,708.2123470519541,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,9,28,False,,0,kv_decode,ok,,1766546944.7325342,17,24.004100000183826,,1016.6567999999643,,,,64,,,,,,25.016064,1016.6567999999643,,64,62.95143061060748,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,9,29,False,,0,e2e_kv,ok,,1766546944.7325342,17,24.004100000183826,,1016.6567999999643,,,,64,,,,,,25.016064,1040.660900000148,,81,77.83515264193021,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,10,30,False,,1,prefill,ok,,1766546945.7738848,17,22.40960000017367,,936.6101999999046,,,,0,,,,,,25.016064,22.40960000017367,,17,758.6034556559803,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,10,31,False,,1,kv_decode,ok,,1766546945.7738848,17,22.40960000017367,,936.6101999999046,,,,64,,,,,,25.016064,936.6101999999046,,64,68.33152148034104,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,10,32,False,,1,e2e_kv,ok,,1766546945.7738848,17,22.40960000017367,,936.6101999999046,,,,64,,,,,,25.016064,959.0198000000782,,81,84.46123844366237,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,11,33,False,,2,prefill,ok,,1766546946.7334049,17,16.572399999859044,,823.4916999999768,,,,0,,,,,,25.016064,16.572399999859044,,17,1025.801935757319,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,11,34,False,,2,kv_decode,ok,,1766546946.7334049,17,16.572399999859044,,823.4916999999768,,,,64,,,,,,25.016064,823.4916999999768,,64,77.71784463644478,,
2,medium,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,11,35,False,,2,e2e_kv,ok,,1766546946.7334049,17,16.572399999859044,,823.4916999999768,,,,64,,,,,,25.016064,840.0640999998359,,81,96.42121357169748,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,12,36,True,0,,prefill,ok,,1766546947.5739212,10,8.1152,,23.9633,139.42283636363638,2.1784818181818184,,0,64,1547.813799999858,1480.2835,1410.2046,stop,268.1,8.1152,,10,1232.255520504732,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,12,37,True,0,,kv_decode,ok,,1766546947.5739212,10,8.1152,,23.9633,139.42283636363638,2.1784818181818184,,64,64,1547.813799999858,1480.2835,1410.2046,stop,268.1,139.42283636363638,,64,459.03527477434244,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,12,38,True,0,,e2e_kv,ok,,1766546947.5739212,10,8.1152,,23.9633,139.42283636363638,2.1784818181818184,,64,64,1547.813799999858,1480.2835,1410.2046,stop,268.1,147.53803636363637,,74,501.5655747078843,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,13,39,False,,0,prefill,ok,,1766546949.1218958,10,3.3052,,21.2316,123.5293090909091,1.9301454545454546,,0,64,226.32949999979246,193.4433,158.1856,stop,268.1,3.3052,,10,3025.535519787002,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,13,40,False,,0,kv_decode,ok,,1766546949.1218958,10,3.3052,,21.2316,123.5293090909091,1.9301454545454546,,64,64,226.32949999979246,193.4433,158.1856,stop,268.1,123.5293090909091,,64,518.0956687202095,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,13,41,False,,0,e2e_kv,ok,,1766546949.1218958,10,3.3052,,21.2316,123.5293090909091,1.9301454545454546,,64,64,226.32949999979246,193.4433,158.1856,stop,268.1,126.8345090909091,,74,583.4374298477414,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,14,42,False,,1,prefill,ok,,1766546949.3483841,10,3.1284,,23.2376,135.20058181818183,2.112509090909091,,0,64,199.974800000291,191.7519,153.7189,stop,268.1,3.1284,,10,3196.522183863956,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,14,43,False,,1,kv_decode,ok,,1766546949.3483841,10,3.1284,,23.2376,135.20058181818183,2.112509090909091,,64,64,199.974800000291,191.7519,153.7189,stop,268.1,135.20058181818183,,64,473.37074396667464,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,14,44,False,,1,e2e_kv,ok,,1766546949.3483841,10,3.1284,,23.2376,135.20058181818183,2.112509090909091,,64,64,199.974800000291,191.7519,153.7189,stop,268.1,138.32898181818183,,74,534.9565870242928,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,15,45,False,,2,prefill,ok,,1766546949.5485773,10,2.6471,,21.7151,126.3424,1.9741,,0,64,225.81450000006953,193.7363,158.9596,stop,268.1,2.6471,,10,3777.719013259794,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,15,46,False,,2,kv_decode,ok,,1766546949.5485773,10,2.6471,,21.7151,126.3424,1.9741,,64,64,225.81450000006953,193.7363,158.9596,stop,268.1,126.3424,,64,506.5599513702447,,
3,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,15,47,False,,2,e2e_kv,ok,,1766546949.5485773,10,2.6471,,21.7151,126.3424,1.9741,,64,64,225.81450000006953,193.7363,158.9596,stop,268.1,128.9895,,74,573.6901065590611,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,16,48,True,0,,prefill,ok,,1766546949.7745643,9,189.45790000043417,,1853.3105999999862,,,,0,,,,,,96.08832,189.45790000043417,,9,47.50395734344873,,207.91630000030636
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,16,49,True,0,,kv_decode,ok,,1766546949.7745643,9,189.45790000043417,,1853.3105999999862,,,,64,,,,,,96.08832,1853.3105999999862,,64,34.532797686475476,,207.91630000030636
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,16,50,True,0,,e2e_kv,ok,,1766546949.7745643,9,189.45790000043417,,1853.3105999999862,,,,64,,,,,,96.08832,2042.7685000004203,,73,35.73581636880781,,207.91630000030636
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,17,51,False,,0,prefill,ok,,1766546952.026159,9,40.0139999997009,,1958.9756000000307,,,,0,,,,,,96.08832,40.0139999997009,,9,224.92127755453777,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,17,52,False,,0,kv_decode,ok,,1766546952.026159,9,40.0139999997009,,1958.9756000000307,,,,64,,,,,,96.08832,1958.9756000000307,,64,32.67013637127435,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,17,53,False,,0,e2e_kv,ok,,1766546952.026159,9,40.0139999997009,,1958.9756000000307,,,,64,,,,,,96.08832,1998.9895999997316,,73,36.51844912050058,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,18,54,False,,1,prefill,ok,,1766546954.0256782,9,32.98919999997452,,1886.4246000002822,,,,0,,,,,,96.08832,32.98919999997452,,9,272.81655814651316,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,18,55,False,,1,kv_decode,ok,,1766546954.0256782,9,32.98919999997452,,1886.4246000002822,,,,64,,,,,,96.08832,1886.4246000002822,,64,33.926614400591696,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,18,56,False,,1,e2e_kv,ok,,1766546954.0256782,9,32.98919999997452,,1886.4246000002822,,,,64,,,,,,96.08832,1919.4138000002567,,73,38.03244511422719,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,19,57,False,,2,prefill,ok,,1766546955.9458039,9,34.80410000020129,,2122.002600000087,,,,0,,,,,,96.08832,34.80410000020129,,9,258.59022356411884,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,19,58,False,,2,kv_decode,ok,,1766546955.9458039,9,34.80410000020129,,2122.002600000087,,,,64,,,,,,96.08832,2122.002600000087,,64,30.160189247646244,,
4,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,19,59,False,,2,e2e_kv,ok,,1766546955.9458039,9,34.80410000020129,,2122.002600000087,,,,64,,,,,,96.08832,2156.8067000002884,,73,33.846334027055015,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,20,60,True,0,,prefill,ok,,1766546958.1032305,92,832.6303,,2939.048,2939.048,45.922625,,0,64,13999.761600000056,13867.0797,10004.0023,length,20900.0,832.6303,,92,110.49321649716566,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,20,61,True,0,,kv_decode,ok,,1766546958.1032305,92,832.6303,,2939.048,2939.048,45.922625,,64,64,13999.761600000056,13867.0797,10004.0023,length,20900.0,2939.048,,64,21.775758681042298,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,20,62,True,0,,e2e_kv,ok,,1766546958.1032305,92,832.6303,,2939.048,2939.048,45.922625,,64,64,13999.761600000056,13867.0797,10004.0023,length,20900.0,3771.6782999999996,,156,41.36089761420003,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,21,63,False,,0,prefill,ok,,1766546972.1032376,92,56.1501,,3205.0349,3205.0349,50.0786703125,,0,64,3547.306899999967,3530.6271,242.4978,length,20900.0,56.1501,,92,1638.4654702306852,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,21,64,False,,0,kv_decode,ok,,1766546972.1032376,92,56.1501,,3205.0349,3205.0349,50.0786703125,,64,64,3547.306899999967,3530.6271,242.4978,length,20900.0,3205.0349,,64,19.96858130936421,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,21,65,False,,0,e2e_kv,ok,,1766546972.1032376,92,56.1501,,3205.0349,3205.0349,50.0786703125,,64,64,3547.306899999967,3530.6271,242.4978,length,20900.0,3261.185,,156,47.835372724945074,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,22,66,False,,1,prefill,ok,,1766546975.6530073,92,64.4481,,3650.5804,3650.5804,57.04031875,,0,64,4004.1284999997515,3979.8286,243.3741,length,20900.0,64.4481,,92,1427.5052328928239,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,22,67,False,,1,kv_decode,ok,,1766546975.6530073,92,64.4481,,3650.5804,3650.5804,57.04031875,,64,64,4004.1284999997515,3979.8286,243.3741,length,20900.0,3650.5804,,64,17.531458833231014,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,22,68,False,,1,e2e_kv,ok,,1766546975.6530073,92,64.4481,,3650.5804,3650.5804,57.04031875,,64,64,4004.1284999997515,3979.8286,243.3741,length,20900.0,3715.0285,,156,41.99160248703341,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,23,69,False,,2,prefill,ok,,1766546979.657254,92,64.4605,,3540.6077,3540.6077,55.3219953125,,0,64,3914.8462000002837,3895.125,267.135,length,20900.0,64.4605,,92,1427.2306296103818,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,23,70,False,,2,kv_decode,ok,,1766546979.657254,92,64.4605,,3540.6077,3540.6077,55.3219953125,,64,64,3914.8462000002837,3895.125,267.135,length,20900.0,3540.6077,,64,18.075992999732787,,
5,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,23,71,False,,2,e2e_kv,ok,,1766546979.657254,92,64.4605,,3540.6077,3540.6077,55.3219953125,,64,64,3914.8462000002837,3895.125,267.135,length,20900.0,3605.0682,,156,43.272412987915175,,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,24,72,True,0,,prefill,ok,,1766546983.5722725,17,963.700599999811,786.5142211914062,440.52389999978914,,,440.4356994628906,0,,,,,,25.016064,963.700599999811,786.5142211914062,17,17.640333522676375,62.00732421875,411.53940000003786
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,24,73,True,0,,kv_decode,ok,,1766546983.5722725,17,963.700599999811,786.5142211914062,440.52389999978914,,,440.4356994628906,64,,,,,,25.016064,440.52389999978914,440.4356994628906,64,145.28156134100928,62.00732421875,411.53940000003786
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,24,74,True,0,,e2e_kv,ok,,1766546983.5722725,17,963.700599999811,786.5142211914062,440.52389999978914,,,440.4356994628906,64,,,,,,25.016064,1404.2244999996,1226.9499206542969,81,57.683084150734494,62.00732421875,411.53940000003786
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,25,75,False,,0,prefill,ok,,1766546985.3925054,17,4.428500000358326,4.334464073181152,227.2784000001593,,,227.2030792236328,0,,,,,,25.016064,4.428500000358326,4.334464073181152,17,3838.771592779602,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,25,76,False,,0,kv_decode,ok,,1766546985.3925054,17,4.428500000358326,4.334464073181152,227.2784000001593,,,227.2030792236328,64,,,,,,25.016064,227.2784000001593,227.2030792236328,64,281.5929714392355,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,25,77,False,,0,e2e_kv,ok,,1766546985.3925054,17,4.428500000358326,4.334464073181152,227.2784000001593,,,227.2030792236328,64,,,,,,25.016064,231.70690000051763,231.53754329681396,81,349.579576610878,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,26,78,False,,1,prefill,ok,,1766546985.62513,17,4.718900000170834,4.628479957580566,220.2222000000802,,,220.16799926757812,0,,,,,,25.016064,4.718900000170834,4.628479957580566,17,3602.534488839468,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,26,79,False,,1,kv_decode,ok,,1766546985.62513,17,4.718900000170834,4.628479957580566,220.2222000000802,,,220.16799926757812,64,,,,,,25.016064,220.2222000000802,220.16799926757812,64,290.615569184109,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,26,80,False,,1,e2e_kv,ok,,1766546985.62513,17,4.718900000170834,4.628479957580566,220.2222000000802,,,220.16799926757812,64,,,,,,25.016064,224.94110000025103,224.7964792251587,81,360.09426467599565,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,27,81,False,,2,prefill,ok,,1766546985.850989,17,1.9672000003083667,1.921023964881897,204.58899999994173,,,204.53683471679688,0,,,,,,25.016064,1.9672000003083667,1.921023964881897,17,8641.724276807228,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,27,82,False,,2,kv_decode,ok,,1766546985.850989,17,1.9672000003083667,1.921023964881897,204.58899999994173,,,204.53683471679688,64,,,,,,25.016064,204.58899999994173,204.53683471679688,64,312.8222924987083,62.00732421875,
6,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,27,83,False,,2,e2e_kv,ok,,1766546985.850989,17,1.9672000003083667,1.921023964881897,204.58899999994173,,,204.53683471679688,64,,,,,,25.016064,206.5562000002501,206.45785868167877,81,392.14509174695274,62.00732421875,
7,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,28,84,True,0,,prefill,ok,,1766546986.0582545,25,7.2646,,137.954,137.954,2.15553125,,0,64,2665.01849999986,2586.3172,2370.5126,length,268.1,7.2646,,25,3441.3457038240235,,
